"#","STATE","STATE ABBREVIATION","DISTRICT","FEC ID","INCUMBENT INDICATOR","FIRST NAME","LAST NAME","LAST NAME, FIRST","TOTAL VOTES","PARTY","PRIMARY","PRIMARY %","RUNOFF","RUNOFF %","GENERAL ","GENERAL %","GE RUNOFF","GE RUNOFF %","Notes (See Endnotes Tab)"
"516.0","California","CA","47","H2CA46099","","Alexandria A. ""Alex""","Coronado","Coronado, Alexandria A. ""Alex""","","R","12061.0","0.59358236133668","","","43099.0","0.3961924197714716","","",""
"517.0","California","CA","47","H4CA47051","","Virgel L.","Nickell","Nickell, Virgel L.","","R","8258.0","0.40641763866332004","","","","","","",""
"518.0","California","CA","47","","","","","","Party Votes:","R","20319.0","","","","","","","",""
"519.0","California","CA","47","","","","","","District Votes:","","43589.0","","","","108783.0","","","",""
"520.0","California","CA","48","H8CA40057","(I)","Christopher","Cox","Cox, Christopher","","R","85697.0","1.0","","","189004.0","0.6497840974724277","","",""
"521.0","California","CA","48","","","","","","Party Votes:","R","85697.0","","","","","","","",""
"522.0","California","CA","48","H0CA47034","","John","Graham","Graham, John","","D","39385.0","1.0","","","93525.0","0.32153318298083006","","",""
"523.0","California","CA","48","","","","","","Party Votes:","D","39385.0","","","","","","","",""
"524.0","California","CA","48","H4CA48026","","Bruce","Cohen","Cohen, Bruce","","LBT","718.0","1.0","","","8343.0","0.02868271954674221","","",""
"525.0","California","CA","48","","","","","","Party Votes:","LBT","718.0","","","","","","","",""
"526.0","California","CA","48","","","","","","District Votes:","","125800.0","","","","290872.0","","","",""
"527.0","California","CA","49","H0CA48024","(I)","Darrell E.","Issa","Issa, Darrell E.","","R","66710.0","1.0","","","141658.0","0.6255155299250219","","",""
"528.0","California","CA","49","","","","","","Party Votes:","R","66710.0","","","","","","","",""
"529.0","California","CA","49","H2CA49200","","Mike","Byron","Byron, Mike","","D","32903.0","1.0","","","79057.0","0.3490899296141584","","",""
"530.0","California","CA","49","","","","","","Party Votes:","D","32903.0","","","","","","","",""
"531.0","California","CA","49","H4CA49081","","Lars R.","Grossmith","Grossmith, Lars R.","","LBT","526.0","1.0","","","5751.0","0.025394540460819726","","",""
"532.0","California","CA","49","","","","","","Party Votes:","LBT","526.0","","","","","","","",""
"533.0","California","CA","49","","","","","","District Votes:","","100139.0","","","","226466.0","","","",""
"534.0","California","CA","50","H0CA45012","(I)","Randy ""Duke""","Cunningham","Cunningham, Randy ""Duke""","","R","81854.0","1.0","","","169025.0","0.5841985566554222","","",""
"535.0","California","CA","50","","","","","","Party Votes:","R","81854.0","","","","","","","",""
"536.0","California","CA","50","H4CA50055","","Francine P.","Busby","Busby, Francine P.","","D","47600.0","1.0","","","105590.0","0.3649491234861472","","",""
"537.0","California","CA","50","","","","","","Party Votes:","D","47600.0","","","","","","","",""
"538.0","California","CA","50","H4CA50089","","Brandon C.","Osborne","Osborne, Brandon C.","","LBT","770.0","1.0","","","3486.0","0.012048609190952828","","",""
"539.0","California","CA","50","","","","","","Party Votes:","LBT","770.0","","","","","","","",""
"540.0","California","CA","50","H4CA50071","","Gary M.","Waayers","Waayers, Gary M.","","GRN","700.0","1.0","","","6504.0","0.02247967704473815","","",""
"541.0","California","CA","50","","","","","","Party Votes:","GRN","700.0","","","","","","","",""
"542.0","California","CA","50","H4CA50063","","Diane","Templin","Templin, Diane","","AIP","1037.0","1.0","","","4723.0","0.01632403362273959","","",""
"543.0","California","CA","50","","","","","","Party Votes:","AIP","1037.0","","","","","","","",""
"544.0","California","CA","50","","","","","","District Votes:","","131961.0","","","","289328.0","","","",""
"545.0","California","CA","51","H2CA50034","(I)","Bob","Filner","Filner, Bob","","D","33046.0","0.7663729128014842","","","111441.0","0.6161080059044997","","",""
"546.0","California","CA","51","H2CA51131","","Daniel C. ""Danny""","Ramirez","Ramirez, Daniel C. ""Danny""","","D","10074.0","0.23362708719851577","","","","","","",""
"547.0","California","CA","51","","","","","","Party Votes:","D","43120.0","","","","","","","",""
"548.0","California","CA","51","H4CA51053","","Michael","Giorgino","Giorgino, Michael","","R","19948.0","0.6972387277175812","","","63526.0","0.35120716058801743","","",""
"549.0","California","CA","51","H4CA51046","","Ruben Ricardo","Garcia","Garcia, Ruben Ricardo","","R","8662.0","0.3027612722824187","","","","","","",""
"550.0","California","CA","51","","","","","","Party Votes:","R","28610.0","","","","","","","",""
"551.0","California","CA","51","H4CA51061","","Michael S.","Metti","Metti, Michael S.","","LBT","203.0","1.0","","","5912.0","0.032684833507482906","","",""
"552.0","California","CA","51","","","","","","Party Votes:","LBT","203.0","","","","","","","",""
"553.0","California","CA","51","","","","","","District Votes:","","71933.0","","","","180879.0","","","",""
"554.0","California","CA","52","H2CA42023","(I)","Duncan","Hunter","Hunter, Duncan","","R","83638.0","1.0","","","187799.0","0.6918670193561698","","",""
"555.0","California","CA","52","","","","","","Party Votes:","R","83638.0","","","","","","","",""
"556.0","California","CA","52","H4CA52044","","Brian S. ","Keliher","Keliher, Brian S. ","","D","42770.0","1.0","","","74857.0","0.27577936766407063","","",""
"557.0","California","CA","52","","","","","","Party Votes:","D","42770.0","","","","","","","",""
"558.0","California","CA","52","H0CA52018","","Michael","Benoit","Benoit, Michael","","LBT","671.0","1.0","","","8782.0","0.03235361297975965","","",""
"559.0","California","CA","52","","","","","","Party Votes:","LBT","671.0","","","","","","","",""
"560.0","California","CA","52","","","","","","District Votes:","","127079.0","","","","271438.0","","","",""
"561.0","California","CA","53","H0CA49055","(I)","Susan A.","Davis","Davis, Susan A.","","D","55791.0","1.0","","","146449.0","0.6613603930706841","","",""
"562.0","California","CA","53","","","","","","Party Votes:","D","55791.0","","","","","","","",""
"563.0","California","CA","53","H4CA53018","","Darin ","Hunzeker","Hunzeker, Darin ","","R","30925.0","1.0","","","63897.0","0.2885574161382973","","",""
"564.0","California","CA","53","","","","","","Party Votes:","R","30925.0","","","","","","","",""
"565.0","California","CA","53","H4CA53026","","Lawrence P.","Rockwood","Rockwood, Lawrence P.","","GRN","1000.0","1.0","","","7523.0","0.03397369894687404","","",""
"566.0","California","CA","53","","","","","","Party Votes:","GRN","1000.0","","","","","","","",""
"567.0","California","CA","53","H4CA53034","","Adam","Van Susteren","Van Susteren, Adam","","LBT","712.0","1.0","","","3567.0","0.016108491844144583","","",""
"568.0","California","CA","53","","","","","","Party Votes:","LBT","712.0","","","","","","","",""
"569.0","California","CA","53","","","","","","District Votes:","","88428.0","","","","221436.0","","","",""
"570.0","California","CA","H","","","","","","House Votes:","","4720340.0","","","","11623753.0","","","",""
"571.0","California","CA","S","S2CA00286","(I)","Barbara","Boxer","Boxer, Barbara","","D","2566298.0","1.0","","","6955728.0","0.5770810388362684","","",""
"572.0","California","CA","S","","","","","","Party Votes:","D","2566298.0","","","","","","","",""
"573.0","California","CA","S","S4CA00274","","Bill","Jones","Jones, Bill","","R","1015747.0","0.4480577856197618","","","4555922.0","0.3779814565228844","","",""
"574.0","California","CA","S","S4CA00258","","Rosario","Marin","Marin, Rosario","","R","454176.0","0.20034230260255845","","","","","","",""
"575.0","California","CA","S","S4CA00282","","Howard","Kaloogian","Kaloogian, Howard","","R","253341.0","0.11175165416850463","","","","","","",""
"576.0","California","CA","S","S4CA00225","","Toni","Casey","Casey, Toni","","R","142080.0","0.06267313630348478","","","","","","",""
"577.0","California","CA","S","S4CA00308","","Tim ","Stoen","Stoen, Tim ","","R","124938.0","0.05511160123511248","","","","","","",""
"578.0","California","CA","S","S4CA00233","","James","Stewart","Stewart, James","","R","78264.0","0.034523158359064846","","","","","","",""
"579.0","California","CA","S","S4CA00340","","Barry L.","Hatch","Hatch, Barry L.","","R","71241.0","0.031425231583590646","","","","","","",""
"580.0","California","CA","S","S4CA00324","","John M.","Van Zandt","Van Zandt, John M.","","R","56925.0","0.02511027790030878","","","","","","",""
"581.0","California","CA","S","S4CA00217","","Danney","Ball","Ball, Danney","","R","37745.0","0.016649757388619322","","","","","","",""
"582.0","California","CA","S","S4CA00290","","Bill","Quraishi","Quraishi, Bill","","R","32515.0","0.014342743714159683","","","","","","",""
"583.0","California","CA","S","","","Louis E.","Longoria","Longoria, Louis E.","","W(R)","28.0","1.235112483458315e-05","","","","","","",""
"584.0","California","CA","S","","","","","","Party Votes:","R","2267000.0","","","","","","","",""
"585.0","California","CA","S","S4CA00357","","Marsha ","Feinland","Feinland, Marsha ","","PFP","4864.0","1.0","","","243846.0","0.020230650622920954","","",""
"586.0","California","CA","S","","","","","","Party Votes:","PFP","4864.0","","","","","","","",""
"587.0","California","CA","S","S4CA00266","","James P. ""Jim""","Gray","Gray, James P. ""Jim""","","LBT","13656.0","0.5729870347837033","","","216522.0","0.01796371863461402","","",""
"588.0","California","CA","S","S8CA00283","","Gail K.","Lightfoot","Lightfoot, Gail K.","","LBT","10177.0","0.4270129652162967","","","","","","",""
"589.0","California","CA","S","","","","","","Party Votes:","LBT","23833.0","","","","","","","",""
"590.0","California","CA","S","S4CA00332","","Don J.","Grundmann","Grundmann, Don J.","","AIP","32025.0","1.0","","","81224.0","0.006738738245434132","","",""
"591.0","California","CA","S","","","","","","Party Votes:","AIP","32025.0","","","","","","","",""
"592.0","California","CA","S","","","Dennis","Richter","Richter, Dennis","","W","","","","","43.0","3.5674892218268946e-06","","",""
"593.0","California","CA","S","","","Howard","Johnson ","Johnson, Howard","","W ","","","","","8.0","6.637189249910502e-07","","",""
"594.0","California","CA","S","","","John Emery","Jones","Jones, John Emery","","W","","","","","2.0","1.6592973124776254e-07","","",""
"595.0","California","CA","S","","","","","","Senate Votes:","","4894020.0","","","","12053295.0","","","",""
"596.0","California","CA","","","","","","","Total State Votes:","","9614360.0","","","","23677048.0","","","",""
"597.0","Colorado","CO","01","H6CO01141","(I)","Diana","DeGette","DeGette, Diana","","D","47579.0","1.0","","","177077.0","0.734975864258765","","",""
"598.0","Colorado","CO","01","","","","","","Party Votes:","D","47579.0","","","","","","","",""
"599.0","Colorado","CO","01","H2CO01074","","Roland","Chicas","Chicas, Roland","","R","16417.0","1.0","","","58659.0","0.2434700679453283","","",""
"600.0","Colorado","CO","01","","","","","","Party Votes:","R","16417.0","","","","","","","",""
"601.0","Colorado","CO","01","H2CO01108","","George C.","Lilly","Lilly, George C.","","AMC","","","","","5193.0","0.021554067795906677","","",""
"602.0","Colorado","CO","01","","","","","","District Votes:","","63996.0","","","","240929.0","","","",""
"603.0","Colorado","CO","02","H8CO02087","(I)","Mark","Udall","Udall, Mark","","D","32679.0","1.0","","","207900.0","0.6720238941829043","","",""
"604.0","Colorado","CO","02","","","","","","Party Votes:","D","32679.0","","","","","","","",""
"605.0","Colorado","CO","02","H4CO02086","","Stephen M.","Hackman","Hackman, Stephen M.","","R","12538.0","0.5212005320917859","","","94160.0","0.304366377471199","","",""
"606.0","Colorado","CO","02","H0CO02092","","Michael P.","Kennedy","Kennedy, Michael P.","","R","11518.0","0.47879946790821415","","","","","","",""
"607.0","Colorado","CO","02","","","","","","Party Votes:","R","24056.0","","","","","","","",""
"608.0","Colorado","CO","02","H2CO02122","","Norm","Olsen","Olsen, Norm","","LBT","","","","","7304.0","0.023609728345896742","","",""
"609.0","Colorado","CO","02","","","","","","District Votes:","","56735.0","","","","309364.0","","","",""
"610.0","Colorado","CO","03","H4CO03167","","John","Salazar","Salazar, John","","D","34464.0","1.0","","","153500.0","0.5055228786152296","","",""
"611.0","Colorado","CO","03","","","","","","Party Votes:","D","34464.0","","","","","","","",""
"612.0","Colorado","CO","03","H4CO03126","","Greg","Walcher","Walcher, Greg","","R","15572.0","0.3187195546276966","","","141376.0","0.4655948044762651","","",""
"613.0","Colorado","CO","03","H4CO03100","","Matt","Smith","Smith, Matt","","R","15298.0","0.31311146588071553","","","","","","",""
"614.0","Colorado","CO","03","H4CO03159","","Gregg P.","Rippy","Rippy, Gregg P.","","R","7968.0","0.16308485816038315","","","","","","",""
"615.0","Colorado","CO","03","H4CO03118","","Dan","Corsentino","Corsentino, Dan","","R","5612.0","0.11486348192721765","","","","","","",""
"616.0","Colorado","CO","03","H4CO03217","","Matt","Aljanich","Aljanich, Matt","","R","4408.0","0.09022063940398707","","","","","","",""
"617.0","Colorado","CO","03","","","","","","Party Votes:","R","48858.0","","","","","","","",""
"618.0","Colorado","CO","03","H4CO03225","","Jim","Krug","Krug, Jim","","UN","","","","","8770.0","0.0288823169085053","","",""
"619.0","Colorado","CO","03","","","","","","District Votes:","","83322.0","","","","303646.0","","","",""
"620.0","Colorado","CO","04","H2CO04045","(I)","Marilyn N.","Musgrave","Musgrave, Marilyn N.","","R","44649.0","0.7805496311317786","","","155958.0","0.5104857794696719","","",""
"621.0","Colorado","CO","04","H4CO04041","","Bob","Faust","Faust, Bob","","R","12553.0","0.2194503688682214","","","","","","",""
"622.0","Colorado","CO","04","","","","","","Party Votes:","R","57202.0","","","","","","","",""
"623.0","Colorado","CO","04","H2CO04060","","Stan","Matsunaka","Matsunaka, Stan","","D","24894.0","1.0","","","136812.0","0.44781659460114104","","",""
"624.0","Colorado","CO","04","","","","","","Party Votes:","D","24894.0","","","","","","","",""
"625.0","Colorado","CO","04","H4CO04058","","Bob","Kinsey","Kinsey, Bob","","GRN","","","","","12739.0","0.04169762592918703","","",""
"626.0","Colorado","CO","04","","","","","","District Votes:","","82096.0","","","","305509.0","","","",""
"627.0","Colorado","CO","05","H6CO05076","(I)","Joel","Hefley","Hefley, Joel","","R","52282.0","0.8423477854576507","","","193333.0","0.705445562618132","","",""
"628.0","Colorado","CO","05","H4CO05022","","Mike","Payton","Payton, Mike","","R","9785.0","0.1576522145423494","","","","","","",""
"629.0","Colorado","CO","05","","","","","","Party Votes:","R","62067.0","","","","","","","",""
"630.0","Colorado","CO","05","H4CO05030","","Fred","Hardee","Hardee, Fred","","D","15763.0","1.0","","","74098.0","0.27037342460355107","","",""
"631.0","Colorado","CO","05","","","","","","Party Votes:","D","15763.0","","","","","","","",""
"632.0","Colorado","CO","05","H4CO05048","","Arthur ""Rob""","Roberts","Roberts, Arthur ""Rob""","","LBT","","","","","6627.0","0.024181012778317","","",""
"633.0","Colorado","CO","05","","","","","","District Votes:","","77830.0","","","","274058.0","","","",""
"634.0","Colorado","CO","06","H8CO06054","(I)","Tom","Tancredo","Tancredo, Tom","","R","58446.0","1.0","","","212778.0","0.5947822586731741","","",""
"635.0","Colorado","CO","06","","","","","","Party Votes:","R","58446.0","","","","","","","",""
"636.0","Colorado","CO","06","H4CO06061","","Joanna L.","Conti","Conti, Joanna L.","","D","23111.0","1.0","","","139870.0","0.3909811847118446","","",""
"637.0","Colorado","CO","06","","","","","","Party Votes:","D","23111.0","","","","","","","",""
"638.0","Colorado","CO","06","H4CO06020","","Jack J.","Woehr","Woehr, Jack J.","","LBT","","","","","3857.0","0.010781543071663577","","",""
"639.0","Colorado","CO","06","H4CO06079","","Peter","Shevchuck","Shevchuck, Peter","","AMC","","","","","1236.0","0.0034550135433176516","","",""
"640.0","Colorado","CO","06","","","","","","District Votes:","","81557.0","","","","357741.0","","","",""
"641.0","Colorado","CO","07","H2CO07063","(I)","Bob","Beauprez","Beauprez, Bob","","R","34729.0","1.0","","","135571.0","0.5471779596713001","","",""
"642.0","Colorado","CO","07","","","","","","Party Votes:","R","34729.0","","","","","","","",""
"643.0","Colorado","CO","07","H2CO07048","","Dave","Thomas","Thomas, Dave","","D","27706.0","1.0","","","106026.0","0.42793141860803025","","",""
"644.0","Colorado","CO","07","","","","","","Party Votes:","D","27706.0","","","","","","","",""
"645.0","Colorado","CO","07","H4CO07028","","Clyde J.","Harkins","Harkins, Clyde J.","","AMC","","","","","6167.0","0.024890621720669668","","",""
"646.0","Colorado","CO","07","","","","","","District Votes:","","62435.0","","","","247764.0","","","",""
"647.0","Colorado","CO","H","","","","","","House Votes:","","507971.0","","","","2039011.0","","","",""
"648.0","Colorado","CO","S","S4CO00163","","Ken","Salazar","Salazar, Ken","","D","173167.0","0.7302310871215316","","","1081188.0","0.5130060724422719","","",""
"649.0","Colorado","CO","S","S0CO00203","","Mike","Miles","Miles, Mike","","D","63973.0","0.26976891287846844","","","","","","",""
"650.0","Colorado","CO","S","","","","","","Party Votes:","D","237140.0","","","","","","","",""
"651.0","Colorado","CO","S","S4CO00189","","Pete ","Coors","Coors, Pete","","R","203157.0","0.6056595842364003","","","980668.0","0.46531097186596404","","",""
"652.0","Colorado","CO","S","S4CO00171","","Bob","Schaffer","Schaffer, Bob","","R","132274.0","0.3943404157635997","","","","","","",""
"653.0","Colorado","CO","S","","","","","","Party Votes:","R","335431.0","","","","","","","",""
"654.0","Colorado","CO","S","S2CO00142","","Douglas ""Dayhorse""","Campbell","Campbell, Douglas ""Dayhorse""","","AMC","","","","","18783.0","0.008912227160015829","","",""
"655.0","Colorado","CO","S","S4CO00254","","Richard","Randall","Randall, Richard","","LBT","","","","","10160.0","0.004820754296212576","","",""
"656.0","Colorado","CO","S","S4CO00270","","John R.","Harris","Harris, John R.","","I","","","","","8442.0","0.0040055913158097015","","",""
"657.0","Colorado","CO","S","S4CO00262","","Victor","Good","Good, Victor","","CRP","","","","","6481.0","0.003075128798597806","","",""
"658.0","Colorado","CO","S","S4CO00288","","Finn","Gotaas","Gotaas, Finn","","UN","","","","","1750.0","0.0008303464585011819","","",""
"659.0","Colorado","CO","S","S4CO00296","","Raul","Acosta","Acosta, Raul","","W","","","","","46.0","2.182624976631678e-05","","",""
"660.0","Colorado","CO","S","S4CO00197","","Joyce Cumbie","Broughton","Broughton, Joyce Cumbie","","W","","","","","17.0","8.066222739725768e-06","","",""
"661.0","Colorado","CO","S","S4CO00247","","Daniel ""Muh Sigh Uh""","Masia-s","Masia-s, Daniel ""Muh Sigh Uh""","","W","","","","","7.0","3.321385834004728e-06","","",""
"662.0","Colorado","CO","S","S4CO00213","","George","Walker","Walker, George","","W","","","","","5.0","1.2058173452001838e-06","","",""
"663.0","Colorado","CO","S","S4CO00106","","Daniel James","Barnett","Barnett, Daniel James","","W","","","","","3.0","1.423451071716312e-06","","",""
"664.0","Colorado","CO","S","S4CO00304","","Robert ""Doc""","Greenheck","Greenheck, Robert ""Doc""","","W","","","","","2.0","4.823269380800735e-07","","",""
"665.0","Colorado","CO","S","S2CO00134","","Gary","Cooper","Cooper, Gary","","W","","","","","1.0","4.74483690572104e-07","","",""
"666.0","Colorado","CO","S","S4CO00239","","Dwight","Henson","Henson, Dwight","","W","","","","","1.0","4.74483690572104e-07","","",""
"667.0","Colorado","CO","S","S0CO00161","","John","Heckman","Heckman, John","","W","","","","","","","","",""
"668.0","Colorado","CO","S","","","","","","Senate Votes:","","572571.0","","","","2107554.0","","","",""
"669.0","Colorado","CO","","","","","","","Total State Votes:","","1080542.0","","","","4146565.0","","","",""
"670.0","Connecticut","CT","01","H8CT01046","(I)","John B.","Larson","Larson, John B.","","D","*","","","","198802.0","0.7298084088648069","","",""
"671.0","Connecticut","CT","01","H4CT01052","","John M.","Halstead","Halstead, John M.","","R","*","","","","73601.0","0.2701915911351931","","",""
"672.0","Connecticut","CT","01","","","","","","District Votes:","","n/a","","","","272403.0","","","",""
"673.0","Connecticut","CT","02","H0CT02124","(I)","Rob","Simmons","Simmons, Rob","","R","*","","","","166412.0","0.5419209451670259","","",""
"674.0","Connecticut","CT","02","H2CT02054","","Jim","Sullivan","Sullivan, Jim","","D","11673.0","0.62812096427034","","","140536.0","0.45765570962426483","","",""
"675.0","Connecticut","CT","02","H2CT02104","","Shaun","McNally","McNally, Shaun","","D","6911.0","0.3718790357296599","","","","","","",""
"676.0","Connecticut","CT","02","","","","","","Party Votes:","D","18584.0","","","","","","","",""
"677.0","Connecticut","CT","02","H4CT02050","","David R.","Lyon","Lyon, David R.","","W","","","","","130.0","0.0004233452087091879","","",""
"678.0","Connecticut","CT","02","","","","","","District Votes:","","18584.0","","","","307078.0","","","",""
"679.0","Connecticut","CT","03","H0CT03072","(I)","Rosa L.","DeLauro","DeLauro, Rosa L.","","D","*","","","","200638.0","0.7243772113510001","","",""
"680.0","Connecticut","CT","03","H2CT03052","","Richter","Elser","Elser, Richter","","R","*","","","","69160.0","0.24969311863672466","","",""
"681.0","Connecticut","CT","03","H4CT03066","","Marc","Ritchie","Ritchie, Marc","","R"," ","","","","","","","",""
"682.0","Connecticut","CT","03","H4CT03074","","Ralph","Ferrucci","Ferrucci, Ralph","","GRN","","","","","7182.0","0.025929670012275256","","",""
"683.0","Connecticut","CT","03","","","","","","District Votes:","","n/a","","","","276980.0","","","",""
"684.0","Connecticut","CT","04","H8CT04057","(I)","Christopher","Shays","Shays, Christopher","","R","*","","","","152493.0","0.5243372416875838","","",""
"685.0","Connecticut","CT","04","H4CT04098","","Diane","Farrell","Farrell, Diane","","D","*","","","","138333.0","0.4756490045731183","","",""
"686.0","Connecticut","CT","04","H4CT04080","","John Peter","Imre","Imre, John Peter","","D"," ","","","","","","","",""
"687.0","Connecticut","CT","04","H4CT04106","","Carl E.","Vassar","Vassar, Carl E.","","W","","","","","4.0","1.375373929787161e-05","","",""
"688.0","Connecticut","CT","04","","","","","","District Votes:","","n/a","","","","290830.0","","","",""
"689.0","Connecticut","CT","05","H2CT06014","(I)","Nancy L.","Johnson","Johnson, Nancy L.","","R","*","","","","168268.0","0.5978674492888537","","",""
"690.0","Connecticut","CT","05","H4CT05079","","Robert Louis","Marconi","Marconi, Robert Louis","","D","*","","","","","","","",""
"691.0","Connecticut","CT","05","H4CT05095","","Theresa B.","Gerratana","Gerratana, Theresa B.","","D","","","","","107438.0","0.38173439404221754","","","3.0"
"692.0","Connecticut","CT","05","H4CT05111","","Fernando","Ramirez","Ramirez, Fernando","","WF","","","","","3196.0","0.011355601587510259","","",""
"693.0","Connecticut","CT","05","H4CT05103","","Wildey J.","Moore","Moore, Wildey J.","","CNC","","","","","2545.0","0.009042555081418527","","",""
"694.0","Connecticut","CT","05","","","","","","District Votes:","","n/a","","","","281447.0","","","",""
"695.0","Connecticut","CT","H","","","","","","House Votes:","","18584.0","","","","1428738.0","","","",""
"696.0","Connecticut","CT","S","S0CT00037","(I)","Chris","Dodd","Dodd, Chris","","D","*","","","","945347.0","0.6635289873280897","","",""
"697.0","Connecticut","CT","S","S4CT00146","","Jack C.","Orchulli","Orchulli, Jack C.","","R","*","","","","457749.0","0.3212891461235353","","",""
"698.0","Connecticut","CT","S","S4CT00112","","William","Bentley","Bentley, William","","R","","","","","","","","",""
"699.0","Connecticut","CT","S","S4CT00104","","Miriam J.","Masullo","Masullo, Miriam J.","","R","","","","","","","","",""
"700.0","Connecticut","CT","S","S4CT00120","","Paul","Streitz","Streitz, Paul","","R","","","","","","","","",""
"701.0","Connecticut","CT","S","S4CT00138","","Alphonse","Wright","Wright, Alphonse","","R","","","","","","","","",""
"702.0","Connecticut","CT","S","S4CT00153","","Timothy A.","Knibbs","Knibbs, Timothy A.","","CNC","","","","","12442.0","0.008732907239707845","","",""
"703.0","Connecticut","CT","S","S4CT00161","","Leonard H.","Rasch","Rasch, Leonard H.","","LBT","","","","","9188.0","0.00644895930866707","","",""
"704.0","Connecticut","CT","S","","","","","","Senate Votes:","","n/a","","","","1424726.0","","","",""
"705.0","Connecticut","CT","","","","","","","Total State Votes:","","18584.0","","","","2853464.0","","","","2.0"
"706.0","Delaware","DE","00","H2DE00072","(I)","Michael N.","Castle","Castle, Michael N.","","R","Unopposed","","","","245978.0","0.690862110126529","","",""
"707.0","Delaware","DE","00","H4DE00037","","Paul","Donnelly","Donnelly, Paul","","D","Unopposed","","","","105716.0","0.29691752447022146","","",""
"708.0","Delaware","DE","00","H4DE01043","","Maurice J.","Barros","Barros, Maurice J.","","IDE","","","","","2337.0","0.006563777050653709","","",""
"709.0","Delaware","DE","00","H4DE01050","","William E.","Morris","Morris, William E.","","LBT","","","","","2014.0","0.00565658835259588","","",""
"710.0","Delaware","DE","00","","","","","","District Votes:","","n/a","","","","356045.0","","","",""
"711.0","Delaware","DE","H","","","","","","House Votes:","","","","","","356045.0","","","",""
"712.0","Delaware","DE","","","","","","","Total State Votes:","","n/a","","","","356045.0","","","",""
"713.0","District of Columbia","DC","00","H0DC00058","(I)","Eleanor Holmes","Norton","Norton, Eleanor Holmes","","D","58363.0","0.9835024097603721","","","202027.0","0.9132691116706523","","",""
"714.0","District of Columbia","DC","00","","","","Scattered","Scattered","","W(D)","979.0","0.01649759023962792","","","","","","",""
"715.0","District of Columbia","DC","00","","","","","","Party Votes:","D","59342.0","","","","","","","",""
"716.0","District of Columbia","DC","00","H4DC00043","","Michael Andrew","Monroe","Monroe, Michael Andrew","","R","1771.0","0.9077396207073296","","","18296.0","0.08270761664097499","","",""
"717.0","District of Columbia","DC","00","","","","Scattered","Scattered","","W(R)","180.0","0.09226037929267042","","","","","","",""
"718.0","District of Columbia","DC","00","","","","","","Party Votes:","R","1951.0","","","","","","","",""
"719.0","District of Columbia","DC","00","","","","Scattered","Scattered","","W","","","","","890.0","0.004023271688372745","","",""
"720.0","District of Columbia","DC","00","","","","Scattered","Scattered","","W(DCG)","222.0","1.0","","","","","","",""
"721.0","District of Columbia","DC","00","","","","","","Party Votes:","DCG","222.0","","","","","","","",""
"722.0","District of Columbia","DC","00","","","","","","District Votes:","","61515.0","","","","221213.0","","","",""
"723.0","District of Columbia","DC","00","","","","","","House Votes:","","61515.0","","","","221213.0","","","",""
"724.0","District of Columbia","DC","","","","","","","Total Votes:","","61515.0","","","","221213.0","","","",""
"725.0","Florida","FL","01","H2FL01100","(I)","Jeff","Miller","Miller, Jeff","","R","Unopposed","","","","236604.0","0.7654362524667594","","",""
"726.0","Florida","FL","01","H0FL00015","","Mark S.","Coutu","Coutu, Mark S.","","D","Unopposed","","","","72506.0","0.2345637475332406","","",""
"727.0","Florida","FL","01","","","","","","District Votes:","","n/a","","","","309110.0","","","",""
"728.0","Florida","FL","02","H6FL00046","(I)","Allen","Boyd","Boyd, Allen","","D","Unopposed","","","","201577.0","0.6164679329759287","","",""
"729.0","Florida","FL","02","H4FL02054","","Bev","Kilmer","Kilmer, Bev","","R","Unopposed","","","","125399.0","0.38349842654295124","","",""
"730.0","Florida","FL","02","H0FL02052","","T.A.","Frederick","Frederick, T.A.","","W","","","","","11.0","3.364048112004453e-05","","",""
"731.0","Florida","FL","02","","","","","","District Votes:","","n/a","","","","326987.0","","","",""
"732.0","Florida","FL","03","H2FL03056","(I)","Corrine","Brown","Brown, Corrine","","D","46285.0","0.8131016794322254","","","172833.0","0.9924033625025839","","",""
"733.0","Florida","FL","03","H4FL03060","","Prince","Brown","Brown, Prince","","D","10639.0","0.18689832056777458","","","","","","",""
"734.0","Florida","FL","03","","","","","","Party Votes:","D","56924.0","","","","","","","",""
"735.0","Florida","FL","03","H4FL03078","","Johnny M.","Brown","Brown, Johnny M.","","W","","","","","1323.0","0.00759663749741611","","",""
"736.0","Florida","FL","03","","","","","","District Votes:","","56924.0","","","","174156.0","","","",""
"737.0","Florida","FL","04","H0FL04066","(I)","Ander","Crenshaw","Crenshaw, Ander","","R ","48129.0","0.8996579247434435","","","256157.0","0.9954532559739164","","",""
"738.0","Florida","FL","04","H0FL04033","","Deborah Katz","Pueschel","Pueschel, Deborah Katz","","R ","5368.0","0.10034207525655645","","","","","","",""
"739.0","Florida","FL","04","","","","","","Party Votes:","R ","53497.0","","","","","","","",""
"740.0","Florida","FL","04","H4FL09034","","Richard","Grayson","Grayson, Richard","","W","","","","","1170.0","0.0045467440260835434","","",""
"741.0","Florida","FL","04","","","","","","District Votes:","","53497.0","","","","257327.0","","","",""
"742.0","Florida","FL","05","H2FL05127","(I)","Virginia ""Ginny""","Brown-Waite","Brown-Waite, Virginia ""Ginny""","","R","Unopposed","","","","240315.0","0.6593221176005795","","",""
