"FEC ID","STATE","DISTRICT","FIRST NAME","LAST NAME","LAST NAME,  FIRST","TOTAL VOTES","PARTY","PRIMARY RESULTS","PRIMARY %","RUNOFF RESULTS","RUNOFF %","GENERAL RESULTS","GENERAL %","GENERAL RUNOFF RESULTS","GENERAL RUNOFF %","INCUMBENT INDICATOR","NOTES (See Endnotes Page)"
"","CA","44","","","   ","Total Party Votes:","D","21871.0","","","","","","","","",""
"H8CA43093","CA","44","Phill","Courtney","Courtney, Phill","","GRN","240.0","1.0","","","5756.0","0.04778230660036692","","","",""
"","CA","44","","","   ","Total Party Votes:","GRN","240.0","","","","","","","","",""
"","CA","44","","","   ","Total District Votes:","","66271.0","","","","120463.0","","","","",""
"H8CA44034","CA","45","Mary","Bono","Bono, Mary","","R","42716.0","0.9953397334327524","","","87101.0","0.6522807096373181","","","(I)",""
"","CA","45","John Charles","Baker","Baker, John Charles","","W(R)","200.0","0.004660266567247646","","","","","","","",""
"","CA","45","","","   ","Total Party Votes:","R","42916.0","","","","","","","","",""
"H2CA44110","CA","45","Elle K.","Kurpiewski","Kurpiewski, Elle K.","","D","24395.0","1.0","","","43692.0","0.3272000179730853","","","",""
"","CA","45","","","   ","Total Party Votes:","D","24395.0","","","","","","","","",""
"H2CA45117","CA","45","Rod","Miller-Boyer","Miller-Boyer, Rod","","LBT","206.0","1.0","","","2740.0","0.02051927238959658","","","",""
"","CA","45","","","   ","Total Party Votes:","LBT","206.0","","","","","","","","",""
"","CA","45","","","   ","Total District Votes:","","67517.0","","","","133533.0","","","","",""
"H8CA42061","CA","46","Dana","Rohrabacher","Rohrabacher, Dana","","R","65748.0","1.0","","","108807.0","0.617292145349332","","","(I)",""
"","CA","46","","","   ","Total Party Votes:","R","65748.0","","","","","","","","",""
"H0CA38066","CA","46","Gerrie","Schipske","Schipske, Gerrie","","D","32076.0","1.0","","","60890.0","0.3454457776643123","","","",""
"","CA","46","","","   ","Total Party Votes:","D","32076.0","","","","","","","","",""
"H0CA39072","CA","46","Keith","Gann","Gann, Keith","","LBT","681.0","1.0","","","6488.0","0.03680821490369614","","","",""
"","CA","46","","","   ","Total Party Votes:","LBT","681.0","","","","","","","","",""
"","CA","46","Thomas ","Lash","Lash, Thomas ","","W","","","","","80.0","0.0004538620826596318","","","",""
"","CA","46","","","   ","Total District Votes:","","98505.0","","","","176265.0","","","","",""
"H6CA46033","CA","47","Loretta ","Sanchez","Sanchez, Loretta ","","D","18836.0","1.0","","","42501.0","0.6056171449742085","","","(I)",""
"","CA","47","","","   ","Total Party Votes:","D","18836.0","","","","","","","","",""
"H2CA47063","CA","47","Jeff","Chavez","Chavez, Jeff","","R","9135.0","0.5367845810318487","","","24346.0","0.3469178374989313","","","",""
"H2CA47071","CA","47","Kenneth M. Valenzuela","Fisher","Fisher, Kenneth M. Valenzuela","","R/W","7883.0","0.4632154189681514","","","382.0","0.005443301319501838","","","",""
"","CA","47","","","   ","Total Party Votes:","R","17018.0","","","","","","","","",""
"H2CA47089","CA","47","Paul","Marsden","Marsden, Paul","","LBT","217.0","1.0","","","2944.0","0.04195046880788851","","","",""
"","CA","47","","","   ","Total Party Votes:","LBT","217.0","","","","","","","","",""
"","CA","47","Michael J. ","Monge","Monge, Michael J. ","","W","","","","","5.0","7.124739946991935e-05","","","",""
"","CA","47","","","   ","Total District Votes:","","36071.0","","","","70178.0","","","","",""
"H8CA40057","CA","48","Christopher","Cox","Cox, Christopher","","R","84229.0","0.8936763925729443","","","122884.0","0.6844037003826253","","","(I)",""
"H2CA48046","CA","48","David D.","Cobert","Cobert, David D.","","R","6367.0","0.06755437665782493","","","","","","","",""
"H2CA48061","CA","48","Dave","Forman","Forman, Dave","","R","3654.0","0.03876923076923077","","","","","","","",""
"","CA","48","","","   ","Total Party Votes:","R","94250.0","","","","","","","","",""
"H0CA47034","CA","48","John","Graham","Graham, John","","D","33354.0","1.0","","","51058.0","0.2843680555168784","","","",""
"","CA","48","","","   ","Total Party Votes:","D","33354.0","","","","","","","","",""
"H0CA48115","CA","48","Joe Michael","Cobb","Cobb, Joe Michael","","LBT","752.0","1.0","","","5607.0","0.031228244100496242","","","",""
"","CA","48","","","   ","Total Party Votes:","LBT","752.0","","","","","","","","",""
"","CA","48","","","   ","Total District Votes:","","128356.0","","","","179549.0","","","","",""
"H0CA48024","CA","49","Darrell","Issa","Issa, Darrell","","R","48344.0","1.0","","","94594.0","0.7722148297509327","","","(I)",""
"","CA","49","","","   ","Total Party Votes:","R","48344.0","","","","","","","","",""
"H2CA49192","CA","49","Karl W.","Dietrich","Dietrich, Karl W.","","LBT","385.0","1.0","","","26891.0","0.21952374343861483","","","",""
"","CA","49","","","   ","Total Party Votes:","LBT","385.0","","","","","","","","",""
"","CA","49","Louis","Garcia","Garcia, Louis","","W(D)","86.0","1.0","","","","","","","",""
"","CA","49","","","   ","Total Party Votes:","D","86.0","","","","","","","","",""
" ","CA","49","Michael P. ","Byron","Byron, Michael P. ","","W","","","","","1012.0","0.0082614268104525","","","",""
"","CA","49","","","   ","Total District Votes:","","48815.0","","","","122497.0","","","","",""
"H0CA45012","CA","50","Randy ""Duke""","Cunningham","Cunningham, Randy ""Duke""","","R","54491.0","0.8670697748428674","","","111095.0","0.6432794251336125","","","(I)",""
"H2CA50117","CA","50","James B.","Hart","Hart, James B.","","R","8354.0","0.13293022515713263","","","","","","","",""
"","CA","50","","","   ","Total Party Votes:","R","62845.0","","","","","","","","",""
"H2CA50109","CA","50","Del G.","Stewart","Stewart, Del G.","","D","27375.0","1.0","","","55855.0","0.32342024655329155","","","",""
"","CA","50","","","   ","Total Party Votes:","D","27375.0","","","","","","","","",""
"H2CA50125","CA","50","Richard M.","Fontanesi","Fontanesi, Richard M.","","LBT","562.0","1.0","","","5751.0","0.033300328313096046","","","",""
"","CA","50","","","   ","Total Party Votes:","LBT","562.0","","","","","","","","",""
"","CA","50","","","   ","Total District Votes:","","90782.0","","","","172701.0","","","","",""
"H2CA50034","CA","51","Bob","Filner","Filner, Bob","","D","25179.0","0.7040516735173223","","","59541.0","0.5792658604687363","","","(I)",""
"H2CA51131","CA","51","Daniel C. ""Danny""","Ramirez","Ramirez, Daniel C. ""Danny""","","D","10584.0","0.2959483264826776","","","","","","","",""
"","CA","51","","","   ","Total Party Votes:","D","35763.0","","","","","","","","",""
"H2CA51149","CA","51","Maria Guadalupe","Garcia","Garcia, Maria Guadalupe","","R","11433.0","0.5274740484429066","","","40430.0","0.3933376788893537","","","",""
"H2CA50091","CA","51","Guillermo ""Willie""","Durazo","Durazo, Guillermo ""Willie""","","R","10242.0","0.4725259515570934","","","","","","","",""
"","CA","51","","","   ","Total Party Votes:","R","21675.0","","","","","","","","",""
"H2CA51156","CA","51","Jeffrey S.","Keup","Keup, Jeffrey S.","","LBT","176.0","1.0","","","2816.0","0.02739646064190997","","","",""
"","CA","51","","","   ","Total Party Votes:","LBT","176.0","","","","","","","","",""
"","CA","51","","","   ","Total District Votes:","","57614.0","","","","102787.0","","","","",""
"H2CA42023","CA","52","Duncan","Hunter","Hunter, Duncan","","R","60793.0","1.0","","","118561.0","0.7015028696526833","","","(I)",""
"","CA","52","","","   ","Total Party Votes:","R","60793.0","","","","","","","","",""
"H2CA52055","CA","52","Peter ","Moore-Kochlacs","Moore-Kochlacs, Peter ","","D","27765.0","1.0","","","43526.0","0.2575350570972132","","","",""
"","CA","52","","","   ","Total Party Votes:","D","27765.0","","","","","","","","",""
"H0CA52018","CA","52","Michael","Benoit","Benoit, Michael","","LBT","536.0","1.0","","","6923.0","0.040962073250103544","","","",""
"","CA","52","","","   ","Total Party Votes:","LBT","536.0","","","","","","","","",""
"","CA","52","","","   ","Total District Votes:","","89094.0","","","","169010.0","","","","",""
"H0CA49055","CA","53","Susan A.","Davis","Davis, Susan A.","","D","33546.0","1.0","","","72252.0","0.6218970562919608","","","(I)",""
"","CA","53","","","   ","Total Party Votes:","D","33546.0","","","","","","","","",""
"H2CA49184","CA","53","Bill","VanDeWeghe","VanDeWeghe, Bill","","R","17182.0","0.580649521814065","","","43891.0","0.37778447237045965","","","",""
"H2CA49176","CA","53","Tim","Kane","Kane, Tim","","R","12409.0","0.4193504781859349","","","","","","","",""
"","CA","53","","","   ","Total Party Votes:","R","29591.0","","","","","","","","",""
"","CA","53","Jim ","Dorenkott","Dorenkott, Jim ","","W","","","","","37.0","0.0003184713375796178","","","",""
"","CA","53","","","   ","Total District Votes:","","63137.0","","","","116180.0","","","","",""
"","CA","","","","   ","Total State Votes:","","3939831.0","","","","7258417.0","","","","",""
"","CO","","","","   ","",""," ","","","","","","","","",""
"S6CO00168","CO","S","Wayne ","Allard","Allard, Wayne ","","R","190250.0","1.0","","","717893.0","0.5069572242285404","","","(I)",""
"","CO","S","","","   ","Total Party Votes:","R","190250.0","","","","","","","","",""
"S6CO00135","CO","S","Tom ","Strickland","Strickland, Tom ","","D","110309.0","1.0","","","648130.0","0.45769242176653613","","","",""
"","CO","S","","","   ","Total Party Votes:","D","110309.0","","","","","","","","",""
"S2CO00142","CO","S","Douglas ""Dayhorse""","Campbell","Campbell, Douglas ""Dayhorse""","","AMC","","","","","21547.0","0.01521592676130337","","","",""
"S2CO00118","CO","S","Rick","Stanley","Stanley, Rick","","LBT","","","","","20776.0","0.014671466765342684","","","",""
"S0CO00161","CO","S","John","Heckman","Heckman, John","","CPP","","","","","7140.0","0.005042080896445263","","","",""
"S2CO00134","CO","S","Gary ","Cooper","Cooper, Gary ","","W","","","","","596.0","0.00042087958183212554","","","",""
"","CO","S","","","   ","Total State Votes:","","300559.0","","","","1416082.0","","","","",""
"H6CO01141","CO","01","Diana ","DeGette","DeGette, Diana ","","D","24526.0","0.7347733604961203","","","111718.0","0.6627631048147884","","","(I)",""
"H2CO01066","CO","01","Ramona E.","Martinez","Martinez, Ramona E.","","D","8853.0","0.2652266395038797","","","","","","","",""
"","CO","01","","","   ","Total Party Votes:","D","33379.0","","","","","","","","",""
"H2CO01082","CO","01","Ken ","Chlouber","Chlouber, Ken ","","R","14516.0","1.0","","","49884.0","0.2959350751050046","","","",""
"","CO","01","","","   ","Total Party Votes:","R","14516.0","","","","","","","","",""
"H2CO01090","CO","01","Ken ","Seaman","Seaman, Ken ","","GRN","","","","","3209.0","0.01903727960893192","","","",""
"H2CO01116","CO","01","Kent ","Leonard","Leonard, Kent ","","LBT","","","","","2584.0","0.01532948909612966","","","",""
"H2CO01108","CO","01","George C. ","Lilly","Lilly, George C. ","","AMC","","","","","1169.0","0.006935051375145346","","","",""
"","CO","01","","","   ","Total District Votes:","","47895.0","","","","168564.0","","","","",""
"H8CO02087","CO","02","Mark ","Udall","Udall, Mark ","","D","13205.0","1.0","","","123504.0","0.6009283677659812","","","(I)",""
"","CO","02","","","   ","Total Party Votes:","D","13205.0","","","","","","","","",""
"H0CO02126","CO","02","Sandy ","Hume","Hume, Sandy ","","R","9842.0","0.6097137901127494","","","75564.0","0.367668668074464","","","",""
"H2CO02106","CO","02","Bob ","Vehar","Vehar, Bob ","","R","6300.0","0.39028620988725066","","","","","","","",""
"","CO","02","","","   ","Total Party Votes:","R","16142.0","","","","","","","","",""
"H2CO02122","CO","02","Norm ","Olsen","Olsen, Norm ","","LBT","","","","","3579.0","0.017414194100874844","","","",""
"H8CO02103","CO","02","Patrick ","West","West, Patrick  ","","NL","","","","","1617.0","0.007867770846916632","","","",""
"H2CO02114","CO","02","Erik J.","Brauer","Brauer, Erik J. ","","AMC","","","","","1258.0","0.0061209992117632174","","","",""
"","CO","02","","","   ","Total District Votes:","","29347.0","","","","205522.0","","","","",""
"H2CO03054","CO","03","Scott","McInnis","McInnis, Scott","","R","31149.0","1.0","","","143433.0","0.658034059420476","","","(I)",""
"","CO","03","","","   ","Total Party Votes:","R","31149.0","","","","","","","","",""
"H2CO03088","CO","03","Denis ","Berckefeldt","Berckefeldt, Denis ","","D","15732.0","1.0","","","68160.0","0.31270071385315545","","","",""
"","CO","03","","","   ","Total Party Votes:","D","15732.0","","","","","","","","",""
"H2CO03096","CO","03","J. Brent ","Shroyer","Shroyer, J. Brent ","","LBT","","","","","4370.0","0.020048446589470206","","","",""
"H2CO02080","CO","03","Gary ","Swing","Swing, Gary ","","NL","","","","","1903.0","0.008730479144110253","","","",""
"H2CO03104","CO","03","Jason ","Alessio","Alessio, Jason ","","W","","","","","106.0","0.00048630099278806454","","","",""
"","CO","03","","","   ","Total District Votes:","","46881.0","","","","217972.0","","","","",""
"H2CO04045","CO","04","Marilyn N.","Musgrave","Musgrave, Marilyn N.","","R","28683.0","0.6456354387070634","","","115359.0","0.549446309923555","","","",""
"H2CO04037","CO","04","Jeff","Bedingfield","Bedingfield, Jeff","","R","15743.0","0.3543645612929366","","","","","","","",""
"","CO","04","","","   ","Total Party Votes:","R","44426.0","","","","","","","","",""
"H2CO04060","CO","04","Stan ","Matsunaka","Matsunaka, Stan ","","D","12235.0","1.0","","","87499.0","0.4167512085923174","","","",""
"","CO","04","","","   ","Total Party Votes:","D","12235.0","","","","","","","","",""
"H2CO04086","CO","04","John ","Volz","Volz, John ","","LBT","","","","","7097.0","0.03380248148412755","","","",""
"","CO","04","","","   ","Total District Votes:","","56661.0","","","","209955.0","","","","",""
"H6CO05076","CO","05","Joel ","Hefley","Hefley, Joel ","","R","26133.0","1.0","","","128118.0","0.6937409639532806","","","(I)",""
"","CO","05","","","   ","Total Party Votes:","R","26133.0","","","","","","","","",""
"H6CO03113","CO","05","Curtis","Imrie","Imrie, Curtis","","D","4108.0","1.0","","","45587.0","0.2468471980809738","","","",""
"","CO","05","","","   ","Total Party Votes:","D","4108.0","","","","","","","","",""
"H2CO05042","CO","05","Biff","Baker","Baker, Biff ","","LBT","","","","","10972.0","0.0594118379657456","","","",""
"","CO","05","","","   ","Total District Votes:","","30241.0","","","","184677.0","","","","",""
"H8CO06054","CO","06","Tom ","Tancredo","Tancredo, Tom ","","R","33900.0","1.0","","","158851.0","0.6688434996063174","","","(I)",""
"","CO","06","","","   ","Total Party Votes:","R","33900.0","","","","","","","","",""
"H2CO06107","CO","06","Lance","Wright","Wright, Lance","","D","11475.0","1.0","","","71327.0","0.3003229460086484","","","",""
"","CO","06","","","   ","Total Party Votes:","D","11475.0","","","","","","","","",""
"H0CO06051","CO","06","Adam D. ","Katz","Katz, Adam D. ","","LBT","","","","","7323.0","0.030833554385034167","","","",""
"","CO","06","","","   ","Total District Votes:","","45375.0","","","","237501.0","","","","",""
"H2CO07063","CO","07","Bob","Beauprez","Beauprez, Bob","","R","10172.0","0.3815024565877808","","","81789.0","0.4730996824368489","","","",""
"H2CO07055","CO","07","Rick","O'Donnell","O'Donnell, Rick","","R","8213.0","0.30802985410493944","","","","","","","",""
"H8CO06088","CO","07","Sam H.","Zakhem","Zakhem, Sam H.","","R","4848.0","0.18182500093762893","","","","","","","",""
"H2CO00027","CO","07","Joe","Rogers","Rogers, Joe","","R","3430.0","0.12864268836965081","","","","","","","",""
"","CO","07","","","   ","Total Party Votes:","R","26663.0","","","","","","","","",""
"H2CO07030","CO","07","Mike ","Feeley","Feeley, Mike ","","D","11265.0","0.5645201703833626","","","81668.0","0.47239977093805496","","","",""
"H2CO07048","CO","07","Dave ","Thomas","Thomas, Dave ","","D","8690.0","0.43547982961663745","","","","","","","",""
"","CO","07","","","   ","Total Party Votes:","D","19955.0","","","","","","","","",""
"H2CO07089","CO","07","Dave ","Chandler","Chandler, Dave ","","GRN","","","","","3274.0","0.018938101215300877","","","",""
"H0CO03058","CO","07","Victor ","Good","Good, Victor ","","CRP","","","","","3133.0","0.018122501865466597","","","",""
"H2CO07113","CO","07","G. T. ""Bud""","Martin","Martin, G. T. ""Bud""","","LBT","","","","","2906.0","0.01680944475615893","","","",""
"H2CO07097","CO","07","Stanford","Andress","Andress, Stanford","","W","","","","","109.0","0.0006304987881697603","","","",""
"","CO","07","","","   ","Total District Votes:","","46618.0","","","","172879.0","","","","",""
"","CO","","","","   ","Total State Votes:","","303018.0","","","","1397070.0","","","","",""
"","CT","","","","   ","","","","","","","","","","","",""
"H8CT01046","CT","01","John B.","Larson","Larson, John B.","","D","*","","","","134698.0","0.6678533179961128","","","(I)",""
"H2CT01114","CT","01","Phil","Steele","Steele, Phil","","R","2109.0","0.6441661576053757","","","66968.0","0.33203760263377097","","","",""
"H2CT01130","CT","01","Miriam J.","Masullo","Masullo, Miriam J.","","R/W","1165.0","0.3558338423946243","","","18.0","8.924675736781563e-05","","","",""
"","CT","01","","","   ","Total Party Votes:","R","3274.0","","","","","","","","",""
"H2CT01148","CT","01","Max F. ","Welch","Welch, Max F. ","","W","","","","","4.0","1.9832612748403475e-05","","","",""
"","CT","01","","","   ","Total District Votes:","","3274.0","","","","201688.0","","","","",""
"H0CT02124","CT","02","Rob","Simmons","Simmons, Rob","","R","*","","","","117434.0","0.540901302577519","","","(I)",""
"H2CT02112","CT","02","Joseph D.","Courtney","Courtney, Joseph D.","","D","*","","","","99674.0","0.459098697422481","","","",""
"H2CT02096","CT","02","Jeffrey R.","Benedict","Benedict, Jeffrey R.","","D","","","","","","","","","",""
"","CT","02","","","   ","Total District Votes:","","","","","","217108.0","","","","",""
"H0CT03072","CT","03","Rosa L.","DeLauro","DeLauro, Rosa L.","","D","*","","","","121557.0","0.6557745840616301","","","(I)",""
"H2CT03052","CT","03","Richter","Elser","Elser, Richter","","R","*","","","","54757.0","0.29540255928875075","","","",""
"H2CT03078","CT","03","Duffy","Acevedo","Acevedo, Duffy","","R","","","","","","","","","",""
"H2CT03060","CT","03","Charles A. ","Pillsbury","Pillsbury, Charles A. ","","GRN","","","","","9050.0","0.04882285664961913","","","",""
"","CT","03","","","   ","Total District Votes:","","","","","","185364.0","","","","",""
"H8CT04057","CT","04","Christopher","Shays","Shays, Christopher","","R","*","","","","113197.0","0.6442812829050343","","","(I)",""
"H0CT04104","CT ","04","Stephanie H. ","Sanchez","Sanchez, Stephanie H. ","","D","*","","","","62491.0","0.3556788753237144","","","",""
"","CT ","04","Carl E. ","Vassar","Vassar, Carl E. ","","W","","","","","7.0","3.98417712513162e-05","","","",""
"","CT ","04","","","   ","Total District Votes:","","","","","","175695.0","","","","",""
"H2CT06014","CT","05","Nancy","Johnson","Johnson, Nancy","","R","*","","","","113626.0","0.5424866557812217","","","(I)",""
"H4CT05053","CT","05","Jim","Maloney","Maloney, Jim","","D","*","","","","90616.0","0.4326295988618026","","","(I)",""
"H0CT05101","CT","05","Joseph A. ","Zdonczyk","Zdonczyk, Joseph A. ","","CNC","","","","","3709.0","0.017707945419996752","","","",""
"H2CT05115","CT","05","Walter J. ","Gengarelly","Gengarelly, Walter J. ","","LBT","","","","","1503.0","0.007175799936979002","","","",""
"","CT","05","","","   ","Total District Votes:","","","","","","209454.0","","","","",""
"","CT","","","","   ","Total State Votes:","","3274.0","","","","989309.0","","","","","2.0"
"","DE","","","","   ","","","","","","","","","","","",""
"S8DE00012","DE","S","Joseph R.","Biden, Jr.","Biden, Joseph R., Jr.","","D","Unopposed","","","","135253.0","0.5821990926074193","","","(I)",""
"S6DE00073","DE","S","Raymond J.","Clatworthy","Clatworthy, Raymond J.","","R","Unopposed","","","","94793.0","0.4080382585638403","","","",""
"S2DE00049","DE","S","Maurice ""Bud""","Barros","Barros, Maurice ""Bud""","","IDE","","","","","996.0","0.004287300808388647","","","",""
"S2DE00056","DE","S","Raymond T. ","Buranello","Buranello, Raymond T. ","","LBT","","","","","922.0","0.003968766410978245","","","",""
"S0DE00050","DE","S","Robert E. ","Mattson","Mattson, Robert E. ","","NL","","","","","350.0","0.0015065816093735203","","","",""
"","DE","S","","","   ","Total State Votes:","","","","","","232314.0","","","","",""
"H2DE00072","DE","00","Michael N.","Castle","Castle, Michael N.","","R","Unopposed","","","","164605.0","0.7206716140189575","","","(I)",""
"H0DE00068","DE","00","Micheal C.","Miller, Sr.","Miller, Micheal C., Sr.","","D","8979.0","0.5213377460372758","","","61011.0","0.26711762001707495","","","",""
"H2DE00122","DE","00","Steven L.","Biener","Biener, Steven L.","","D","8244.0","0.47866225396272427","","","","","","","",""
"","DE","00","","","   ","Total Party Votes:","D","17223.0","","","","","","","","",""
"H0DE00076","DE","00","Brad C. ","Thomas","Thomas, Brad C. ","","LBT","","","","","2789.0","0.012210765963967514","","","",""
"","DE","","","","   ","Total State Votes:","","17223.0","","","","228405.0","","","","",""
"","DC","","","","   ","","","","","","","","","","","",""
"H0DC00058","DC","00","Eleanor Holmes","Norton","Norton, Eleanor Holmes","","D","90307.0","0.9826980206100308","","","119268.0","0.9300881988255754","","","(I)",""
"","DC","00","","Scattered","Scattered ","","W(D)","1590.0","0.017301979389969205","","","","","","","",""
"","DC","00","","","   ","Total Party Votes:","D","91897.0","","","","","","","","",""
"","DC","00","","Scattered","Scattered ","","W(R)","905.0","1.0","","","","","","","",""
"","DC","00","","","   ","Total Party Votes:","R","905.0","","","","","","","","",""
"H2DC00088","DC","00","Sam ","Jordan","Jordan, Sam ","","W(DCG)","337.0","1.0","","","","","","","",""
"","DC","00","","","   ","Total Party Votes:","DCG","337.0","","","","","","","","",""
"H8DC00127","DC","00","Patricia","Kidd","Kidd, Patricia","","I","","","","","7733.0","0.06030428984738718","","","",""
"","DC","00","","Scattered","Scattered ","","W","","","","","1232.0","0.009607511327037502","","","",""
"","DC","","","","   ","Total Votes:","","93139.0","","","","128233.0","","","","",""
"","FL","","","","   ","","","","","","","","","","","",""
"H2FL01100","FL","01","Jeff","Miller","Miller, Jeff","","R","41990.0","0.6444730945145348","","","152635.0","0.7459218281156842","","","(I)",""
"H2FL01134","FL","01","Mike","Francisco","Francisco, Mike","","R","23164.0","0.3555269054854652","","","","","","","",""
"","FL","01","","","   ","Total Party Votes:","R","65154.0","","","","","","","","",""
"H2FL01183","FL","01","Bert","Oram","Oram, Bert","","D","Unopposed","","","","51972.0","0.25398531955860937","","","",""
"H6FL01069","FL","01","Tom","Wells","Wells, Tom","","W","","","","","19.0","9.285232570641072e-05","","","",""
"","FL","01","","","   ","Total District Votes:","","65154.0","","","","204626.0","","","","",""
"H6FL00046","FL","02","Allen","Boyd","Boyd, Allen","","D","Unopposed","","","","152164.0","0.6690321360892371","","","(I)",""
"H2FL02074","FL","02","Tom","McGurk","McGurk, Tom","","R","Unopposed","","","","75275.0","0.3309678639107629","","","",""
"","FL","02","","","   ","Total District Votes:","","","","","","227439.0","","","","",""
"H2FL03056","FL","03","Corrine","Brown","Brown, Corrine","","D","Unopposed","","","","88462.0","0.5928571907273495","","","(I)",""
"H0FL03035","FL","03","Jennifer","Carroll","Carroll, Jennifer","","R","Unopposed","","","","60747.0","0.40711600195693404","","","",""
"H2FL03114","FL","03","Jon","Arnett","Arnett, Jon","","W","","","","","4.0","2.680731571645902e-05","","","",""
"","FL","03","","","   ","Total District Votes:","","","","","","149213.0","","","","",""
"H0FL04066","FL","04","Ander","Crenshaw","Crenshaw, Ander","","R","39303.0","0.8970829909613804","","","171152.0","0.997034853577691","","","(I)",""
"H0FL04033","FL","04","Deborah Katz","Pueschel","Pueschel, Deborah Katz","","R","4509.0","0.10291700903861956","","","","","","","",""
"","FL","04","","","   ","Total Party Votes:","R","43812.0","","","","","","","","",""
"H2FL04104","FL","04","Charles S.","Knause","Knause, Charles S.","","W","","","","","509.0","0.002965146422309086","","","",""
"","FL","04","","","   ","Total District Votes:","","43812.0","","","","171661.0","","","","",""
"H2FL05127","FL","05","Virginia ""Ginny""","Brown-Waite","Brown-Waite, Virginia ""Ginny""","","R","31242.0","0.575889400921659","","","121998.0","0.4790415869887031","","","",""
"H2FL05135","FL","05","Don","Gessner","Gessner, Don","","R","23008.0","0.42411059907834103","","","","","","","",""
"","FL","05","","","   ","Total Party Votes:","R","54250.0","","","","","","","","",""
"H2FL06067","FL","05","Karen L.","Thurman","Thurman, Karen L.","","D","Unopposed","","","","117758.0","0.462392655622352","","","(I)",""
"H8FL05082","FL","05","Jack","Gargan","Gargan, Jack","","I","","","","","8639.0","0.03392219765894036","","","",""
"H2FL05143","FL","05","Brian","Moore","Moore, Brian","","I","","","","","6223.0","0.024435448087925204","","","",""
"H2FL05150","FL","05","","Werder","Werder","","W","","","","","53.0","0.0002081116420793887","","","",""
"","FL","05","","","   ","Total District Votes:","","54250.0","","","","254671.0","","","","",""
"H8FL06056","FL","06","Clifford (Cliff) B.","Stearns","Stearns, Clifford (Cliff) B.","","R","Unopposed","","","","141570.0","0.6535528308158215","","","(I)",""
"H2FL06091","FL","06","David E.","Bruderly","Bruderly, David E.","","D","29541.0","0.594446121340175","","","75046.0","0.34644716918417845","","","",""
"H0FL04058","FL","06","James Francis Jude","O'Neill","O'Neill, James Francis Jude","","D","20154.0","0.40555387865982495","","","","","","","",""
"","FL","06","","","   ","Total Party Votes:","D","49695.0","","","","","","","","",""
"","FL","06","","","   ","Total District Votes:","","49695.0","","","","216616.0","","","","",""
"H2FL08055","FL","07","John L.","Mica","Mica, John L.","","R","Unopposed","","","","142147.0","0.5957768733942186","","","(I)",""
"H2FL07107","FL","07","Wayne","Hogan","Hogan, Wayne","","D","Unopposed","","","","96444.0","0.40422312660578147","","","",""
"","FL","07","","","   ","Total District Votes:","","","","","","238591.0","","","","",""
"H0FL08042","FL","08","Ric","Keller","Keller, Ric","","R","Unopposed","","","","123497.0","0.651369227198886","","","(I)",""
"H2FL00276","FL","08","Eddie","Diaz","Diaz, Eddie","","D","Unopposed","","","","66099.0","0.34863077280111393","","","",""
"","FL","08","","","   ","Total District Votes:","","","","","","189596.0","","","","",""
"H2FL09012","FL","09","Michael","Bilirakis","Bilirakis, Michael","","R","Unopposed","","","","169369.0","0.7146130088435834","","","(I)",""
"H2FL09079","FL","09","Chuck","Kalogianis","Kalogianis, Chuck","","D","Unopposed","","","","67623.0","0.2853194828866536","","","",""
"H2FL09095","FL","09","Andrew","Pasayan","Pasayan, Andrew","","W","","","","","16.0","6.750826976304597e-05","","","",""
"","FL","09","","","   ","Total District Votes:","","","","","","237008.0","","","","",""
"H6FL06035","FL","10","C.W. Bill","Young","Young, C.W. Bill","","R","Unopposed","","","","Unopposed","","","","(I)",""
"H6FL00087","FL","11","Jim","Davis","Davis, Jim","","D","Unopposed","","","","Unopposed","","","","(I)",""
"H0FL12051","FL","12","Adam H.","Putnam","Putnam, Adam H.","","R","Unopposed","","","","Unopposed","","","","(I)",""
"H2FL13113","FL","13","Katherine","Harris","Harris, Katherine","","R","47761.0","0.6832272369644518","","","139048.0","0.5478450330760533","","","",""
"H2FL13154","FL","13","John C.","Hill","Hill, John C.","","R","22144.0","0.31677276303554824","","","","","","","",""
"","FL","13","","","   ","Total Party Votes:","R","69905.0","","","","","","","","",""
"H2FL13139","FL","13","Jan","Schneider","Schneider, Jan","","D","20205.0","0.4444762198072946","","","114739.0","0.4520682875705747","","","",""
"H2FL13105","FL","13","Charles S.","McKenzie, Jr.","McKenzie, Charles S., Jr.","","D","10728.0","0.23599806414712482","","","","","","","",""
"H2FL13121","FL","13","Candice","Brown-McElyea","Brown-McElyea, Candice","","D","9754.0","0.2145716925513661","","","","","","","",""
"H2FL13162","FL","13","Patrick J.","Feheley","Feheley, Patrick J.","","D","4771.0","0.10495402349421444","","","","","","","",""
"","FL","13","","","   ","Total Party Votes:","D","45458.0","","","","","","","","",""
"H2FL13170","FL","13","Wayne","Genthner","Genthner, Wayne","","W","","","","","22.0","8.667935337202385e-05","","","",""
"","FL","13","","","   ","Total District Votes:","","115363.0","","","","253809.0","","","","",""
"H8FL13037","FL","14","Porter","Goss","Goss, Porter","","R","Unopposed","","","","Unopposed","","","","(I)",""
"H4FL15114","FL","15","Dave","Weldon","Weldon, Dave","","R","46086.0","0.8347098456857205","","","146414.0","0.6314840612964026","","","(I)",""
