"#","STATE","STATE ABBREVIATION","DISTRICT","FEC ID","INCUMBENT INDICATOR","FIRST NAME","LAST NAME","LAST NAME, FIRST","TOTAL VOTES","PARTY","PRIMARY","PRIMARY %","RUNOFF","RUNOFF %","GENERAL","GENERAL %","GE RUNOFF","GE RUNOFF %","COMBINED GE PARTY TOTALS (NY, SC)","COMBINED % (NY, SC)","Notes (See Endnotes Tab)"
"3101.0","Texas","TX","S","S6TX00206","","Darrel Reece ","Hunter","Hunter, Darrel Reece ","","DEM","93609.0","0.18692452849027028","","","","","","","","",""
"3102.0","Texas","TX","S","","","","","","Party Votes:","DEM","500785.0","","207252.0","","","","","","","",""
"3103.0","Texas","TX","S","S2TX00254","","Scott Lanier","Jameson","Jameson, Scott Lanier","","LBT","*","","","","97672.0","0.02263722566513306","","","","","21.0"
"3104.0","Texas","TX","S","","","","","","Senate Votes:","","1127948.0","","207252.0","","4314663.0","","","","","","21.0"
"3105.0","Texas","TX","01 ","H4TX04039","(I)","Louie","Gohmert","Gohmert, Louie","","REP","35267.0","1.0","","","104099.0","0.6800744757300582","","","","",""
"3106.0","Texas","TX","01 ","","","","","","Party Votes:","REP","35267.0","","","","","","","","","",""
"3107.0","Texas","TX","01","H6TX01196","","Roger L.","Owen","Owen, Roger L.","","DEM","10121.0","0.5334703773982712","","","46303.0","0.3024955902528255","","","","",""
"3108.0","Texas","TX","01 ","H6TX01204","","Duane ","Shaw","Shaw, Duane ","","DEM","8851.0","0.46652962260172887","","","","","","","","",""
"3109.0","Texas","TX","01 ","","","","","","Party Votes:","DEM","18972.0","","","","","","","","","",""
"3110.0","Texas","TX","01 ","H6TX01220","","Donald","Perkison","Perkison, Donald","","LBT","*","","","","2668.0","0.01742993401711635","","","","","22.0"
"3111.0","Texas","TX","01 ","","","","","","District Votes:","","54239.0","","","","153070.0","","","","","",""
"3112.0","Texas","TX","02","H4TX02108","(I)","Ted","Poe","Poe, Ted","","REP","16723.0","1.0","","","90490.0","0.6563667355746564","","","","",""
"3113.0","Texas","TX","02","","","","","","Party Votes:","REP","16723.0","","","","","","","","","",""
"3114.0","Texas","TX","02","H6TX02145","","Gary E.","Binderim","Binderim, Gary E.","","DEM","18491.0","1.0","","","45080.0","0.326986544808327","","","","",""
"3115.0","Texas","TX","02","","","","","","Party Votes:","DEM","18491.0","","","","","","","","","",""
"3116.0","Texas","TX","02","H6TX02152","","Justo J.","Perez","Perez, Justo J.","","LBT","*","","","","2295.0","0.016646719617016647","","","","","22.0"
"3117.0","Texas","TX","02","","","","","","District Votes:","","35214.0","","","","137865.0","","","","","",""
"3118.0","Texas","TX","03","H2TX03118","(I)","Sam","Johnson","Johnson, Sam","","REP","13348.0","0.8534526854219949","","","88690.0","0.6251013173011185","","","","",""
"3119.0","Texas","TX","03","H6TX03143","","Bob","Johnson","Johnson, Bob","","REP","2292.0","0.14654731457800513","","","","","","","","",""
"3120.0","Texas","TX","03","","","","","","Party Votes:","REP","15640.0","","","","","","","","","",""
"3121.0","Texas","TX","03","H6TX03119","","Dan","Dodd","Dodd, Dan","","DEM","2478.0","1.0","","","49529.0","0.34908832049393507","","","","",""
"3122.0","Texas","TX","03","","","","","","Party Votes:","DEM","2478.0","","","","","","","","","",""
"3123.0","Texas","TX","03","H2TX27117","","Christopher J.","Claytor","Claytor, Christopher J.","","LBT","*","","","","3662.0","0.0258103622049464","","","","","22.0"
"3124.0","Texas","TX","03","","","","","","District Votes:","","18118.0","","","","141881.0","","","","","",""
"3125.0","Texas","TX","04","H0TX04037","(I)","Ralph M.","Hall","Hall, Ralph M.","","REP","24409.0","1.0","","","106495.0","0.6443737179991408","","","","",""
"3126.0","Texas","TX","04","","","","","","Party Votes:","REP","24409.0","","","","","","","","","",""
"3127.0","Texas","TX","04","H6TX04083","","Glenn","Melancon","Melancon, Glenn","","DEM","15696.0","1.0","","","55278.0","0.33447288965262695","","","","",""
"3128.0","Texas","TX","04","","","","","","Party Votes:","DEM","15696.0","","","","","","","","","",""
"3129.0","Texas","TX","04","H6TX04091","","Kurt G.","Helm","Helm, Kurt G.","","LBT","*","","","","3496.0","0.021153392348232276","","","","","22.0"
"3130.0","Texas","TX","04","","","","","","District Votes:","","40105.0","","","","165269.0","","","","","",""
"3131.0","Texas","TX","05","H2TX05121","(I)","Jeb","Hensarling","Hensarling, Jeb","","REP","24793.0","1.0","","","88478.0","0.617638846229023","","","","",""
"3132.0","Texas","TX","05","","","","","","Party Votes:","REP","24793.0","","","","","","","","","",""
"3133.0","Texas","TX","05","H6TX05148","","Charlie","Thompson","Thompson, Charlie","","DEM","7516.0","1.0","","","50983.0","0.3558972998631782","","","","",""
"3134.0","Texas","TX","05","","","","","","Party Votes:","DEM","7516.0","","","","","","","","","",""
"3135.0","Texas","TX","05","H6TX05155","","Mike","Nelson","Nelson, Mike","","LBT","*","","","","3791.0","0.026463853907798845","","","","","22.0"
"3136.0","Texas","TX","05","","","","","","District Votes:","","32309.0","","","","143252.0","","","","","",""
"3137.0","Texas","TX","06","H4TX06117","(I)","Joe L.","Barton","Barton, Joe L.","","REP","23222.0","1.0","","","91927.0","0.6046396905995949","","","","",""
"3138.0","Texas","TX","06","","","","","","Party Votes:","REP","23222.0","","","","","","","","","",""
"3139.0","Texas","TX","06","H6TX06112","","David T.","Harris","Harris, David T.","","DEM","8538.0","1.0","","","56369.0","0.370760872424952","","","","",""
"3140.0","Texas","TX","06","","","","","","Party Votes:","DEM","8538.0","","","","","","","","","",""
"3141.0","Texas","TX","06","H6TX06138","","Carl","Nulsen","Nulsen, Carl","","LBT","*","","","","3740.0","0.024599436975453182","","","","","22.0"
"3142.0","Texas","TX","06","","","","","","District Votes:","","31760.0","","","","152036.0","","","","","",""
"3143.0","Texas","TX","07","H0TX07055","(I)","John","Culberson","Culberson, John","","REP","27788.0","1.0","","","99318.0","0.5919361087105522","","","","",""
"3144.0","Texas","TX","07","","","","","","Party Votes:","REP","27788.0","","","","","","","","","",""
"3145.0","Texas","TX","07","H6TX07094","","Jim ","Henley","Henley, Jim ","","DEM","3950.0","0.6749829118250171","","","64514.0","0.38450397830556965","","","","",""
"3146.0","Texas","TX","07","H6TX07102","","David","Murff","Murff, David","","DEM","1902.0","0.3250170881749829","","","","","","","","",""
"3147.0","Texas","TX","07","","","","","","Party Votes:","DEM","5852.0","","","","","","","","","",""
"3148.0","Texas","TX","07","H8TX07066","","Drew","Parks","Parks, Drew","","LBT","*","","","","3953.0","0.02355991298387818","","","","","22.0"
"3149.0","Texas","TX","07","","","","","","District Votes:","","33640.0","","","","167785.0","","","","","",""
"3150.0","Texas","TX","08","H6TX08100 ","(I)","Kevin","Brady","Brady, Kevin","","REP","24727.0","1.0","","","105665.0","0.6727769359090272","","","","",""
"3151.0","Texas","TX","08","","","","","","Party Votes:","REP","24727.0","","","","","","","","","",""
"3152.0","Texas","TX","08","H4TX08048","","James ""Jim""","Wright","Wright, James ""Jim""","","DEM","19881.0","1.0","","","51393.0","0.32722306409097274","","","","",""
"3153.0","Texas","TX","08","","","","","","Party Votes:","DEM","19881.0","","","","","","","","","",""
"3154.0","Texas","TX","08","","","","","","District Votes:","","44608.0","","","","157058.0","","","","","",""
"3155.0","Texas","TX","09","H4TX09095   ","(I)","Al ","Green","Green, Al ","","DEM","10549.0","1.0","","","60253.0","1.0","","","","",""
"3156.0","Texas","TX","09","","","","","","Party Votes:","DEM","10549.0","","","","","","","","","",""
"3157.0","Texas","TX","09","","","","","","District Votes:","","10549.0","","","","60253.0","","","","","",""
"3158.0","Texas","TX","10","H4TX10093  ","(I)","Michael T. ","McCaul","McCaul, Michael T. ","","REP","22901.0","1.0","","","97726.0","0.5528895929393793","","","","",""
"3159.0","Texas","TX","10","","","","","","Party Votes:","REP","22901.0","","","","","","","","","",""
"3160.0","Texas","TX","10","H6TX10106","","Ted","Ankrum","Ankrum, Ted","","DEM","3703.0","0.3673975592816748","2611.0","0.7077798861480076","71415.0","0.4040338321405335","","","","",""
"3161.0","Texas","TX","10","H6TX10122 ","","Paul","Foreman","Foreman, Paul","","DEM","3610.0","0.3581704534179978","1078.0","0.2922201138519924","","","","","","",""
"3162.0","Texas","TX","10","H6TX10114","","Pat","Mynatt","Mynatt, Pat","","DEM","1291.0","0.1280881039785693","","","","","","","","",""
"3163.0","Texas","TX","10","H6TX10130","","Sid","Smith","Smith, Sid","","DEM","1475.0","0.1463438833217581","","","","","","","","",""
"3164.0","Texas","TX","10","","","","","","Party Votes:","DEM","10079.0","","3689.0","","","","","","","",""
"3165.0","Texas","TX","10","H6TX10098","","Michael","Badnarik","Badnarik, Michael","","LBT","*","","","","7614.0","0.043076574920087124","","","","","22.0"
"3166.0","Texas","TX","10","","","","","","District Votes:","","32980.0","","3689.0","","176755.0","","","","","",""
"3167.0","Texas","TX","11","H4TX19136","(I)","Mike","Conaway","Conaway, Mike","","REP","37391.0","1.0","","","107268.0","1.0","","","","",""
"3168.0","Texas","TX","11","","","","","","Party Votes:","REP","37391.0","","","","","","","","","",""
"3169.0","Texas","TX","11","","","","","","District Votes:","","37391.0","","","","107268.0","","","","","",""
"3170.0","Texas","TX","12","H6TX12060 ","(I)","Kay","Granger","Granger, Kay","","REP","20426.0","1.0","","","98371.0","0.6694865076394324","","","","",""
"3171.0","Texas","TX","12","","","","","","Party Votes:","REP","20426.0","","","","","","","","","",""
"3172.0","Texas","TX","12","H6TX12094","","John R.","Morris","Morris, John R.","","DEM","4846.0","1.0","","","45676.0","0.310858542893116","","","","",""
"3173.0","Texas","TX","12","","","","","","Party Votes:","DEM","4846.0","","","","","","","","","",""
"3174.0","Texas","TX","12","H6TX12128","","Gardner","Osborne","Osborne, Gardner","","LBT","*","","","","2888.0","0.019654949467451593","","","","","22.0"
"3175.0","Texas","TX","12","","","","","","District Votes:","","25272.0","","","","146935.0","","","","","",""
"3176.0","Texas","TX","13","H4TX13014 ","(I)","Mac","Thornberry","Thornberry, Mac","","REP","36477.0","1.0","","","108107.0","0.7435348977963631","","","","",""
"3177.0","Texas","TX","13","","","","","","Party Votes:","REP","36477.0","","","","","","","","","",""
"3178.0","Texas","TX","13","H6TX13100","","Roger J.","Waun","Waun, Roger J.","","DEM","10651.0","1.0","","","33460.0","0.23013012737626895","","","","",""
"3179.0","Texas","TX","13","","","","","","Party Votes:","DEM","10651.0","","","","","","","","","",""
"3180.0","Texas","TX","13","H6TX13118","","Jim","Thompson","Thompson, Jim","","LBT","*","","","","3829.0","0.026334974827368015","","","","","22.0"
"3181.0","Texas","TX","13","","","","","","District Votes:","","47128.0","","","","145396.0","","","","","",""
"3182.0","Texas","TX","14","H6TX22101","(I)","Ron","Paul","Paul, Ron","","REP","24086.0","0.7764417652557944","","","94380.0","0.6018787186959932","","","","",""
"3183.0","Texas","TX","14","H6TX14108","","Cynthia","Sinatra","Sinatra, Cynthia","","REP","6935.0","0.22355823474420553","","","","","","","","",""
"3184.0","Texas","TX","14","","","","","","Party Votes:","REP","31021.0","","","","","","","","","",""
"3185.0","Texas","TX","14","H6TX14090","","Shane ","Sklar","Sklar, Shane ","","DEM","13244.0","1.0","","","62429.0","0.39812128130400676","","","","",""
"3186.0","Texas","TX","14","","","","","","Party Votes:","DEM","13244.0","","","","","","","","","",""
"3187.0","Texas","TX","14","","","","","","District Votes:","","44265.0","","","","156809.0","","","","","",""
"3189.0","Texas","TX","15","","","","","","Party Votes:","DEM","39094.0","","","","","","","","","","23.0"
"3190.0","Texas","TX","15","H4TX15076","","Paul B.","Haring","Haring, Paul B.","","REP","5552.0","0.7090676883780332","","","n/a","","","","","","23.0"
"3191.0","Texas","TX","15","H6TX15113","","Eddie","Zamora","Zamora, Eddie","","REP","2278.0","0.2909323116219668","","","n/a","","","","","","23.0"
"3192.0","Texas","TX","15","","","","","","Party Votes:","REP","7830.0","","","","","","","","","","23.0"
"3193.0","Texas","TX","15","","","","","","District Votes:","","46924.0","","","","","","","","","","23.0"
"3194.0","Texas","TX","16","H6TX00115","(I)","Sylvestre ","Reyes","Reyes, Sylvestre ","","DEM","28931.0","1.0","","","61116.0","0.786685202347853","","","","",""
"3195.0","Texas","TX","16","","","","","","Party Votes:","DEM","28931.0","","","","","","","","","",""
"3196.0","Texas","TX","16","H6TX16129","","Gordon R.","Strickland","Strickland, Gordon R.","","LBT","*","","","","16572.0","0.21331479765214706","","","","","22.0"
"3197.0","Texas","TX","16","","","","","","District Votes:","","28931.0","","","","77688.0","","","","","",""
"3198.0","Texas","TX","17","H8TX06035","(I)","Chet ","Edwards","Edwards, Chet ","","DEM","11913.0","1.0","","","92478.0","0.5811694024785702","","","","",""
"3199.0","Texas","TX","17","","","","","","Party Votes:","DEM","11913.0","","","","","","","","","",""
"3200.0","Texas","TX","17","H6TX17069","","Van","Taylor","Taylor, Van","","REP","17291.0","0.5402930975221073","","","64142.0","0.40309444207033507","","","","",""
"3201.0","Texas","TX","17","H6TX17051","","Tucker ","Anderson","Anderson, Tucker ","","REP","14712.0","0.4597069024778927","","","","","","","","",""
"3202.0","Texas","TX","17","","","","","","Party Votes:","REP","32003.0","","","","","","","","","",""
"3203.0","Texas","TX","17","H6TX17085","","Guillermo","Acosta","Acosta, Guillermo","","LBT","*","","","","2504.0","0.015736155451094743","","","","","22.0"
"3204.0","Texas","TX","17","","","","","","District Votes:","","43916.0","","","","159124.0","","","","","",""
"3205.0","Texas","TX","18","H4TX18054","(I)","Sheila Jackson","Lee","Lee, Sheila Jackson","","DEM","9512.0","1.0","","","65936.0","0.7662432743373115","","","","",""
"3206.0","Texas","TX","18","","","","","","Party Votes:","DEM","9512.0","","","","","","","","","",""
"3207.0","Texas","TX","18","H6TX18117","","Ahmad R.","Hassan","Hassan, Ahmad R.","","REP","2753.0","1.0","","","16448.0","0.19114246202833204","","","","",""
"3208.0","Texas","TX","18","","","","","","Party Votes:","REP","2753.0","","","","","","","","","",""
"3209.0","Texas","TX","18","H6TX18125","","Patrick","Warren","Warren, Patrick","","LBT","*","","","","3667.0","0.04261426363435637","","","","","22.0"
"3210.0","Texas","TX","18","","","","","","District Votes:","","12265.0","","","","86051.0","","","","","",""
"3211.0","Texas","TX","19","H4TX19102","(I)","Randy","Neugebauer","Neugebauer, Randy","","REP","37038.0","1.0","","","94785.0","0.6770018641925046","","","","",""
"3212.0","Texas","TX","19","","","","","","Party Votes:","REP","37038.0","","","","","","","","","",""
"3213.0","Texas","TX","19","H6TX19073","","Robert ","Ricketts","Ricketts, Robert ","","DEM","9656.0","1.0","","","41676.0","0.29767083074417705","","","","",""
"3214.0","Texas","TX","19","","","","","","Party Votes:","DEM","9656.0","","","","","","","","","",""
"3215.0","Texas","TX","19","H2TX17050","","Fred C.","Jones","Jones, Fred C.","","LBT","*","","","","3349.0","0.02392023255980058","","","","","22.0"
"3216.0","Texas","TX","19","H6TX19081","","Mike","Sadler","Sadler, Mike","","W","","","","","197.0","0.0014070725035176812","","","","",""
"3217.0","Texas","TX","19","","","","","","District Votes:","","46694.0","","","","140007.0","","","","","",""
"3218.0","Texas","TX","20","H8TX20077","(I)","Charles A.","Gonzalez","Gonzalez, Charles A.","","DEM","16398.0","1.0","","","68348.0","0.8735126845165825","","","","",""
"3219.0","Texas","TX","20","","","","","","Party Votes:","DEM","16398.0","","","","","","","","","",""
"3220.0","Texas","TX","20","H8TX28039","","Michael","Idrogo","Idrogo, Michael","","LBT","*","","","","9897.0","0.12648731548341746","","","","","22.0"
"3221.0","Texas","TX","20","","","","","","District Votes:","","16398.0","","","","78245.0","","","","","",""
"3222.0","Texas","TX","21","H6TX21012","(I)","Lamar ","Smith","Smith, Lamar ","","REP","27166.0","1.0","","","n/a","","","","","","23.0"
"3223.0","Texas","TX","21","","","","","","Party Votes:","REP","27166.0","","","","","","","","","","23.0"
"3224.0","Texas","TX","21","H2TX21052","","John ","Courage","Courage, John ","","DEM","11264.0","1.0","","","n/a","","","","","","23.0"
"3225.0","Texas","TX","21","","","","","","Party Votes:","DEM","11264.0","","","","","","","","","","23.0"
"3226.0","Texas","TX","21","","","","","","District Votes:","","38430.0","","","","","","","","","","23.0"
"3227.0","Texas","TX","22","H6TX09033","","Nick","Lampson","Lampson, Nick","","DEM","7993.0","1.0","","","76775.0","0.5179136394606008","","","","",""
"3228.0","Texas","TX","22","","","","","","Party Votes:","DEM","7993.0","","","","","","","","","",""
"3229.0","Texas","TX","22","H4TX22023","(I)","Tom ","DeLay","DeLay, Tom ","","REP","20563.0","0.619946335433688","","","","","","","","","24.0"
"3230.0","Texas","TX","22","H6TX22127","","Tom","Campbell","Campbell, Tom","","REP","9941.0","0.29970755826223283","","","","","","","","",""
"3231.0","Texas","TX","22","H4TX22155","","Mike ","Fjetland","Fjetland, Mike ","","REP","1550.0","0.04673038077723175","","","","","","","","",""
"3232.0","Texas","TX","22","H6TX22119","","Pat","Baig","Baig, Pat","","REP","1115.0","0.033615725526847356","","","","","","","","",""
"3233.0","Texas","TX","22","","","","","","Party Votes:","REP","33169.0","","","","","","","","","",""
"3234.0","Texas","TX","22","H6TX22184","","Shelley Sekula","Gibbs","Gibbs, Shelley Sekula","","W","","","","","61938.0","0.41782526865399794","","","","",""
"3235.0","Texas","TX","22","H6TX22168","","Bob","Smither","Smither, Bob","","LBT","*","","","","9009.0","0.06077348066298342","","","","","22.0"
"3236.0","Texas","TX","22","H4TX22049","","Don","Richardson","Richardson, Don","","W","","","","","428.0","0.002887229406566423","","","","",""
"3237.0","Texas","TX","22","H6TX22226","","Joe","Reasbeck","Reasbeck, Joe","","W","","","","","89.0","0.0006003818158514291","","","","",""
"3238.0","Texas","TX","22","","","","","","District Votes:","","41162.0","","","","148239.0","","","","","",""
"3239.0","Texas","TX","23","H6TX23109","","Rick ","Bolanos","Bolanos, Rick ","","DEM","30164.0","1.0","","","n/a","","","","","","23.0"
"3240.0","Texas","TX","23","","","","","","Party Votes:","DEM","30164.0","","","","","","","","","","23.0"
"3241.0","Texas","TX","23","H2TX23058","(I)","Henry ","Bonilla","Bonilla, Henry ","","REP","17929.0","1.0","","","n/a","","","","","","23.0"
"3242.0","Texas","TX","23","","","","","","Party Votes:","REP","17929.0","","","","","","","","","","23.0"
"3243.0","Texas","TX","23","","","","","","District Votes:","","48093.0","","","","","","","","","","23.0"
"3244.0","Texas","TX","24","H4TX24094","(I)","Kenny E.","Marchant","Marchant, Kenny E.","","REP","9716.0","1.0","","","83835.0","0.5982317429961894","","","","",""
"3245.0","Texas","TX","24","","","","","","Party Votes:","REP","9716.0","","","","","","","","","",""
"3246.0","Texas","TX","24","H2TX26127","","Gary R.","Page","Page, Gary R.","","DEM","3089.0","1.0","","","52075.0","0.3715979962608286","","","","",""
"3247.0","Texas","TX","24","","","","","","Party Votes:","DEM","3089.0","","","","","","","","","",""
"3248.0","Texas","TX","24","H6TX24123","","Mark","Frohman","Frohman, Mark","","LBT","*","","","","4228.0","0.030170260742981916","","","","","22.0"
"3249.0","Texas","TX","24","","","","","","District Votes:","","12805.0","","","","140138.0","","","","","",""
"3250.0","Texas","TX","25","H4TX10028","(I)","Lloyd","Doggett","Doggett, Lloyd","","DEM","29119.0","1.0","","","n/a","","","","","","23.0"
"3251.0","Texas","TX","25","","","","","","Party Votes:","DEM","29119.0","","","","","","","","","","23.0"
"3252.0","Texas","TX","25","","","","","","District Votes:","","29119.0","","","","","","","","","","23.0"
"3253.0","Texas","TX","26","H2TX26093","(I)","Michael C.","Burgess","Burgess, Michael C.","","REP","17964.0","1.0","","","94219.0","0.6021037428985896","","","","",""
"3254.0","Texas","TX","26","","","","","","Party Votes:","REP","17964.0","","","","","","","","","",""
"3255.0","Texas","TX","26","H6TX26060","","Tim","Barnwell","Barnwell, Tim","","DEM","5157.0","1.0","","","58271.0","0.3723791082737422","","","","",""
"3256.0","Texas","TX","26","","","","","","Party Votes:","DEM","5157.0","","","","","","","","","",""
"3257.0","Texas","TX","26","H6TX26078","","Rich","Haas","Haas, Rich","","LBT","*","","","","3993.0","0.02551714882766818","","","","","22.0"
"3258.0","Texas","TX","26","","","","","","District Votes:","","23121.0","","","","156483.0","","","","","",""
"3259.0","Texas","TX","27","H2TX27026","(I)","Solomon P.","Ortiz","Ortiz, Solomon P.","","DEM","31563.0","1.0","","","62058.0","0.5677040452275097","","","","",""
"3260.0","Texas","TX","27","","","","","","Party Votes:","DEM","31563.0","","","","","","","","","",""
"3261.0","Texas","TX","27","H4TX27030","","Wm. ""Willie""","Vaden","Vaden, Wm. ""Willie""","","REP","7207.0","1.0","","","42538.0","0.38913588378432773","","","","",""
"3262.0","Texas","TX","27","","","","","","Party Votes:","REP","7207.0","","","","","","","","","",""
"3263.0","Texas","TX","27","H6TX27050","","Robert","Powell","Powell, Robert","","LBT","*","","","","4718.0","0.04316007098816254","","","","","22.0"
"3264.0","Texas","TX","27","","","","","","District Votes:","","38770.0","","","","109314.0","","","","","",""
"3265.0","Texas","TX","28","H2TX23082","(I)","Henry ","Cuellar","Cuellar, Henry ","","DEM","24256.0","0.5309633780618611","","","n/a","","","","","","23.0"
"3266.0","Texas","TX","28","H8TX28013","","Ciro D.","Rodriguez","Rodriguez, Ciro D.","","DEM","18484.0","0.40461440798546505","","","n/a","","","","","","23.0"
"3267.0","Texas","TX","28","H6TX28033","","Victor ","Morales","Morales, Victor ","","DEM","2943.0","0.06442221395267386","","","n/a","","","","","","23.0"
"3268.0","Texas","TX","28","","","","","","Party Votes:","DEM","45683.0","","","","","","","","","","23.0"
"3269.0","Texas","TX","28","","","","","","District Votes:","","45683.0","","","","","","","","","","23.0"
"3270.0","Texas","TX","29","H2TX29030","(I)","Gene ","Green","Green, Gene ","","DEM","4538.0","1.0","","","37174.0","0.7353907022749753","","","","",""
"3271.0","Texas","TX","29","","","","","","Party Votes:","DEM","4538.0","","","","","","","","","",""
"3272.0","Texas","TX","29","H6TX29049","","Eric","Story","Story, Eric","","REP","2113.0","1.0","","","12347.0","0.24425321463897132","","","","",""
"3273.0","Texas","TX","29","","","","","","Party Votes:","REP","2113.0","","","","","","","","","",""
"3274.0","Texas","TX","29","H0TX25040","","Clifford Lee","Messina","Messina, Clifford Lee","","LBT","*","","","","1029.0","0.02035608308605341","","","","","22.0"
"3275.0","Texas","TX","29","","","","","","District Votes:","","6651.0","","","","50550.0","","","","","",""
"3276.0","Texas","TX","30","H2TX00015","(I)","Eddie Bernice","Johnson","Johnson, Eddie Bernice","","DEM","17490.0","1.0","","","81348.0","0.8018689377809322","","","","",""
"3277.0","Texas","TX","30","","","","","","Party Votes:","DEM","17490.0","","","","","","","","","",""
"3278.0","Texas","TX","30","H6TX30112","","Wilson","Aurbach","Aurbach, Wilson","","REP","1614.0","0.44511858797573084","1129.0","0.6082974137931034","17850.0","0.17595221197066477","","","","",""
"3279.0","Texas","TX","30","H6TX30096","","Amir","Omar","Omar, Amir","","REP","1308.0","0.3607280750137893","727.0","0.3917025862068966","","","","","","",""
"3280.0","Texas","TX","30","H6TX30104","","Fred A.","Wood","Wood, Fred A.","","REP","704.0","0.19415333701047988","","","","","","","","",""
"3281.0","Texas","TX","30","","","","","","Party Votes:","REP","3626.0","","1856.0","","","","","","","",""
"3282.0","Texas","TX","30","H8TX05052","","Ken","Ashby","Ashby, Ken","","LBT","*","","","","2250.0","0.022178850248403124","","","","","22.0"
"3283.0","Texas","TX","30","","","","","","District Votes:","","21116.0","","1856.0","","101448.0","","","","","",""
"3284.0","Texas","TX","31","H2TX31044","(I)","John R.","Carter","Carter, John R.","","REP","23438.0","1.0","","","90869.0","0.5848065747218164","","","","",""
"3285.0","Texas","TX","31","","","","","","Party Votes:","REP","23438.0","","","","","","","","","",""
"3286.0","Texas","TX","31","H6TX31011","","Mary Beth","Harrell","Harrell, Mary Beth","","DEM","7023.0","1.0","","","60293.0","0.38802829138322725","","","","",""
"3287.0","Texas","TX","31","","","","","","Party Votes:","DEM","7023.0","","","","","","","","","",""
"3288.0","Texas","TX","31","H6TX31029","","Matt","McAdoo","McAdoo, Matt","","LBT","*","","","","4221.0","0.027165133894956332","","","","","22.0"
"3289.0","Texas","TX","31","","","","","","District Votes:","","30461.0","","","","155383.0","","","","","",""
"3290.0","Texas","TX","32","H2TX03126","(I)","Pete","Sessions","Sessions, Pete","","REP","13210.0","1.0","","","71461.0","0.5642311214982787","","","","",""
"3291.0","Texas","TX","32","","","","","","Party Votes:","REP","13210.0","","","","","","","","","",""
"3292.0","Texas","TX","32","H6TX32019","","Will","Pryor","Pryor, Will","","DEM","3622.0","1.0","","","52269.0","0.41269778605943847","","","","",""
"3293.0","Texas","TX","32","","","","","","Party Votes:","DEM","3622.0","","","","","","","","","",""
"3294.0","Texas","TX","32","H6TX32035","","John B.","Hawley","Hawley, John B.","","LBT","*","","","","2922.0","0.02307109244228279","","","","","22.0"
"3295.0","Texas","TX","32","","","","","","District Votes:","","16832.0","","","","126652.0","","","","","",""
"3296.0","Texas","TX","H","","","","","","House Votes:","","1034949.0","","5545.0","","3540954.0","","","","","","22.0"
"3298.0","Texas","TX","15","H4TX15076","","Paul B.","Haring","Haring, Paul B.","","REP","n/a","","n/a","","16601.0","0.2372011945075514","","","","","23.0"
"3299.0","Texas","TX","15","H6TX15113","","Eddie","Zamora","Zamora, Eddie","","REP","n/a","","n/a","","10150.0","0.14502693357337793","","","","","23.0"
"3300.0","Texas","TX","15","","","","","","District Votes:","","n/a","","n/a","","69987.0","","","","","","23.0"
"3301.0","Texas","TX","21","H6TX21012","(I)","Lamar ","Smith","Smith, Lamar ","","REP","n/a","","n/a","","122486.0","0.6010638819915399","","","","","23.0"
"3302.0","Texas","TX","21 ","H2TX21052","","John ","Courage","Courage, John ","","DEM","n/a","","n/a","","49957.0","0.24514922809669157","","","","","23.0"
"3303.0","Texas","TX","21","H6TX21186","","Gene","Kelly","Kelly, Gene","","DEM","n/a","","n/a","","18355.0","0.09007174333356234","","","","","23.0"
"3304.0","Texas","TX","21","H6TX21194","","Tommy","Calvert","Calvert, Tommy","","IND","n/a","","n/a","","5280.0","0.02591004112237587","","","","","23.0"
"3305.0","Texas","TX","21","H6TX21178","","James Arthur","Strohm","Strohm, James Arthur","","LBT","n/a","","n/a","","4076.0","0.02000176659371289","","","","","23.0"
"3306.0","Texas","TX","21","H6TX21202","","James Lyle","Peterson","Peterson, James Lyle","","IND","n/a","","n/a","","2189.0","0.010741871215318331","","","","","23.0"
"3307.0","Texas","TX","21","H6TX21160","","Mark J. ","Rossano","Rossano, Mark J. ","","IND","n/a","","n/a","","1439.0","0.00706146764679903","","","","","23.0"
"3308.0","Texas","TX","21","","","","","","District Votes:","","n/a","","n/a","","203782.0","","","","","","23.0"
"3309.0","Texas","TX","23","H8TX28013","","Ciro D. ","Rodriguez","Rodriguez, Ciro D. ","","DEM","n/a","","n/a","","24594.0","0.19866073231609302","38256.0","0.5428461964156486","","","23.0"
"3310.0","Texas","TX","23","H2TX23058","(I)","Henry ","Bonilla","Bonilla, Henry ","","REP","n/a","","n/a","","60175.0","0.48607016211762616","32217.0","0.4571538035843515","","","23.0"
"3311.0","Texas","TX","23","H6TX23125","","Albert","Uresti","Uresti, Albert","","DEM","n/a","","n/a","","14552.0","0.11754537597234227","","","","","23.0"
"3312.0","Texas","TX","23","H6TX23141","","Lukin","Gilliland","Gilliland, Lukin","","DEM","n/a","","n/a","","13728.0","0.1108894256011761","","","","","23.0"
"3313.0","Texas","TX","23","H6TX23174","","Craig T. ","Stephens","Stephens, Craig T. ","","IND","n/a","","n/a","","3341.0","0.0269872939199832","","","","","23.0"
"3314.0","Texas","TX","23","H6TX23158","","August G. ""Augie"" ","Beltran","Beltran, August G. ""Augie"" ","","DEM","n/a","","n/a","","2647.0","0.02138143280640393","","","","","23.0"
