"1.0","STATE","STATE ABBREVIATION","DISTRICT","FEC ID#","INCUMBENT INDICATOR (I)","CANDIDATE NAME (First)","Candidate Name (Last)","CANDIDATE NAME","TOTAL VOTES","PARTY","PRIMARY","PRIMARY %","RUNOFF","RUNOFF %","GENERAL ","GENERAL %","GE RUNOFF","GE RUNOFF %","COMBINED GE PARTY TOTALS (CT, NY)","COMBINED % (CT, NY)","FOOTNOTES"
"3070.0","South Carolina","SC","01","n/a","","","","","Party Votes:","D","13978.0","","","","","","","","","",""
"3071.0","South Carolina","SC","01","n/a","","","Scattered","Scattered","","W","","","","","615.0","0.001798882060612088","","","","",""
"3072.0","South Carolina","SC","01","n/a","","","","","District Votes:","","74772.0","","","","341879.0","","","","","",""
"3073.0","South Carolina","SC","02","H2SC02059","(I)","Joe","Wilson","Wilson, Joe","","R","44783.0","0.8511612878701487","","","184583.0","0.537381436215741","","","","",""
"3074.0","South Carolina","SC","02","H8SC02098","","Phil","Black","Black, Phil","","R","7831.0","0.14883871212985136","","","","","","","","",""
"3075.0","South Carolina","SC","02","n/a","","","","","Party Votes:","R","52614.0","","","","","","","","","",""
"3076.0","South Carolina","SC","02","H8SC02080","","Rob","Miller","Miller, Rob","","D","16911.0","0.6729407083167529","","","158627.0","0.46181503758522907","","","","",""
"3077.0","South Carolina","SC","02","H8SC02072","","Blaine","Lotz","Lotz, Blaine","","D","8219.0","0.3270592916832471","","","","","","","","",""
"3078.0","South Carolina","SC","02","n/a","","","","","Party Votes:","D","25130.0","","","","","","","","","",""
"3079.0","South Carolina","SC","02","n/a","","","Scattered","Scattered","","W","","","","","276.0","0.0008035261990299459","","","","",""
"3080.0","South Carolina","SC","02","n/a","","","","","District Votes:","","77744.0","","","","343486.0","","","","","",""
"3081.0","South Carolina","SC","03","H2SC03057","(I)","J. Gresham","Barrett","Barrett, J. Gresham","","R","Unopposed","","","","186799.0","0.6469431081834586","","","","",""
"3082.0","South Carolina","SC","03","H8SC03054","","Jane Ballard","Dyer","Dyer, Jane Ballard","","D","Unopposed","","","","101724.0","0.35230188992903677","","","","",""
"3083.0","South Carolina","SC","03","n/a","","","Scattered","Scattered","","W","","","","","218.0","0.0007550018875047187","","","","",""
"3084.0","South Carolina","SC","03","n/a","","","","","District Votes:","","","","","","288741.0","","","","","",""
"3085.0","South Carolina","SC","04","H2SC04022","(I)","Bob","Inglis","Inglis, Bob","","R","37571.0","0.6695238434671038","","","184440.0","0.6009226919668457","","","","",""
"3086.0","South Carolina","SC","04","H8SC04169","","Charles","Jeter","Jeter, Charles","","R","18545.0","0.33047615653289614","","","","","","","","",""
"3087.0","South Carolina","SC","04","n/a","","","","","Party Votes:","R","56116.0","","","","","","","","","",""
"3088.0","South Carolina","SC","04","H8SC04177","","Paul","Corden","Corden, Paul","","D","6189.0","0.41348209513629075","5312.0","0.6818123475805417","113291.0","0.3691126257623938","","","","",""
"3089.0","South Carolina","SC","04","H8SC04185","","Ted","Christian","Christian, Ted","","D","4900.0","0.3273650454302512","2479.0","0.31818765241945834","","","","","","",""
"3090.0","South Carolina","SC","04","H8SC04193","","Bryan","McCanless","McCanless, Bryan","","D","3879.0","0.25915285943345806","","","","","","","","",""
"3091.0","South Carolina","SC","04","n/a","","","","","Party Votes:","D","14968.0","","7791.0","","","","","","","",""
"3092.0","South Carolina","SC","04","H6SC04130","","C. Faye","Walters","Walters, C. Faye","","GRE","n/a","","","","7332.0","0.023888338633164783","","","","","* The Green Party nominated by convention on May 3, 2008, and the Constitution Party nominated by convention on May 10, 2008.  Convention nominees are noted with an asterisk."
"3093.0","South Carolina","SC","04","n/a","","","Scattered","Scattered","","W","","","","","1865.0","0.006076343637595788","","","","",""
"3094.0","South Carolina","SC","04","n/a","","","","","District Votes:","","71084.0","","7791.0","","306928.0","","","","","",""
"3095.0","South Carolina","SC","05","H2SC05052","(I)","John","Spratt","Spratt, John","","D","Unopposed","","","","188785.0","0.6163703739980737","","","","",""
"3096.0","South Carolina","SC","05","H4SC05041","","Albert F.","Spencer","Spencer, Albert F.","","R","Unopposed","","","","113282.0","0.369858138661704","","","","",""
"3097.0","South Carolina","SC","05","H8SC05083","","Frank","Waggoner","Waggoner, Frank","","CON","n/a","","","","4093.0","0.013363370716816036","","","","","* The Green Party nominated by convention on May 3, 2008, and the Constitution Party nominated by convention on May 10, 2008.  Convention nominees are noted with an asterisk."
"3098.0","South Carolina","SC","05","n/a","","","Scattered","Scattered","","W","","","","","125.0","0.0004081166234063046","","","","",""
"3099.0","South Carolina","SC","05","n/a","","","","","District Votes:","","","","","","306285.0","","","","","",""
"3100.0","South Carolina","SC","06","H2SC02042","(I)","James E. ""Jim""","Clyburn","Clyburn, James E. ""Jim""","","D","Unopposed","","","","193378.0","0.674799613359342","","","","",""
"3101.0","South Carolina","SC","06","H8SC06099","","Nancy","Harrelson","Harrelson, Nancy","","R","Unopposed","","","","93059.0","0.32473278873298417","","","","",""
"3102.0","South Carolina","SC","06","n/a","","","Scattered","Scattered","","W","","","","","134.0","0.00046759790767384","","","","",""
"3103.0","South Carolina","SC","06","n/a","","","","","District Votes:","","","","","","286571.0","","","","","",""
"3104.0","South Carolina","SC","H","n/a","","","","","Total House Votes:","","223600.0","","7791.0","","1873890.0","","","","","",""
"3105.0","South Carolina","SC","S","S0SC00149","(I)","Lindsey","Graham","Graham, Lindsey","","R","187736.0","0.6684302911404574","","","1076534.0","0.5752464290695195","","","","",""
"3106.0","South Carolina","SC","S","S8SC00100","","Buddy","Witherspoon","Witherspoon, Buddy","","R","93125.0","0.3315697088595426","","","","","","","","",""
"3107.0","South Carolina","SC","S","n/a","","","","","Party Votes:","R","280861.0","","","","","","","","","",""
"3108.0","South Carolina","SC","S","S8SC00126","","Bob","Conley","Conley, Bob","","D","74185.0","0.5035910177039209","","","790621.0","0.422468688399412","","","","",""
"3109.0","South Carolina","SC","S","S8SC00118","","Michael","Cone","Cone, Michael","","D","73127.0","0.49640898229607905","","","","","","","","",""
"3110.0","South Carolina","SC","S","n/a","","","","","Party Votes:","D","147312.0","","","","","","","","","",""
"3111.0","South Carolina","SC","S","n/a","","","Scattered","Scattered","","W","","","","","4276.0","0.002284882531068471","","","","",""
"3112.0","South Carolina","SC","S","n/a","","","","","Total Senate Votes:","","428173.0","","","","1871431.0","","","","","",""
"3113.0","South Dakota","SD","00","H2SD00092","(I)","Stephanie Herseth","Sandlin","Sandlin, Stephanie Herseth","","D","Unopposed","","","","256041.0","0.6755574435300667","","","","",""
"3114.0","South Dakota","SD","00","H8SD00016","","Chris","Lien","Lien, Chris","","R","Unopposed","","","","122966.0","0.32444255646993325","","","","",""
"3115.0","South Dakota","SD","00","n/a","","","","","District Votes:","","","","","","379007.0","","","","","",""
"3116.0","South Dakota","SD","H","n/a","","","","","Total House Votes:","","","","","","379007.0","","","","","",""
"3117.0","South Dakota","SD","S","S6SD00051","(I)","Tim","Johnson","Johnson, Tim","","D","Unopposed","","","","237889.0","0.6249169234487342","","","","",""
"3118.0","South Dakota","SD","S","S8SD00107","","Joel","Dykstra","Dykstra, Joel","","R","34598.0","0.6574067036558486","","","142784.0","0.37508307655126577","","","","",""
"3119.0","South Dakota","SD","S","S8SD00115","","Sam","Kephart","Kephart, Sam","","R","13047.0","0.24790985787033518","","","","","","","","",""
"3120.0","South Dakota","SD","S","S8SD00123","","Charles Lyonel","Gonyo","Gonyo, Charles Lyonel","","R","4983.0","0.09468343847381622","","","","","","","","",""
"3121.0","South Dakota","SD","S","n/a","","","","","Party Votes:","R","52628.0","","","","","","","","","",""
"3122.0","South Dakota","SD","S","n/a","","","","","Total Senate Votes:","","52628.0","","","","380673.0","","","","","",""
"3123.0","Tennessee","TN","01","H6TN01388","","Phil","Roe","Roe, Phil","","R","25993.0","0.501475893735651","","","168343.0","0.7182450795926291","","","","",""
"3124.0","Tennessee","TN","01","H6TN01313","(I)","David","Davis","Davis, David","","R","25511.0","0.492176798564621","","","","","","","","",""
"3125.0","Tennessee","TN","01","H6TN01487","","Mahmood (Michael)","Sabri","Sabri, Mahmood (Michael)","","R","329.0","0.0063473076997279726","","","","","","","","",""
"3126.0","Tennessee","TN","01","n/a","","","","","Party Votes:","R","51833.0","","","","","","","","","",""
"3127.0","Tennessee","TN","01","H8TN01053","","Rob ","Russell","Russell, Rob ","","D","4123.0","0.6769003447709736","","","57525.0","0.24543371689684745","","","","",""
"3128.0","Tennessee","TN","01","H8TN01046","","Michael","Donihe","Donihe, Michael","","D","1968.0","0.32309965522902645","","","","","","","","",""
"3129.0","Tennessee","TN","01","n/a","","","","","Party Votes:","D","6091.0","","","","","","","","","",""
"3130.0","Tennessee","TN","01","H6TN01321","","Joel","Goodman","Goodman, Joel","","W(LBT)/I","1.0","1.0","","","3988.0","0.01701503108187097","","","","",""
"3131.0","Tennessee","TN","01","n/a","","","","","Party Votes:","LBT","1.0","","","","","","","","","",""
"3132.0","Tennessee","TN","01","H6TN01479","","James W.","Reeves","Reeves, James W.","","I","n/a","","","","2544.0","0.010854122134473357","","","","",""
"3133.0","Tennessee","TN","01","H8TN01061","","Thomas (T.K.)","Owens","Owens, Thomas (T.K.)","","I","n/a","","","","1981.0","0.008452050294179135","","","","",""
"3134.0","Tennessee","TN","01","n/a","","","","","District Votes:","","57925.0","","","","234381.0","","","","","",""
"3135.0","Tennessee","TN","02","H8TN02069","(I)","John J.","Duncan, Jr.","Duncan, Jr., John J.","","R","50722.0","1.0","","","227120.0","0.7811280132343281","","","","",""
"3136.0","Tennessee","TN","02","n/a","","","","","Party Votes:","R","50722.0","","","","","","","","","",""
"3137.0","Tennessee","TN","02","H8TN02028","","Bob","Scott","Scott, Bob","","D","10006.0","0.5966251267068153","","","63639.0","0.2188719867656719","","","","",""
"3138.0","Tennessee","TN","02","H8TN02093","","David Ryan","Hancock","Hancock, David Ryan","","D","6765.0","0.40337487329318467","","","","","","","","",""
"3139.0","Tennessee","TN","02","n/a","","","","","Party Votes:","D","16771.0","","","","","","","","","",""
"3140.0","Tennessee","TN","02","n/a","","","","","District Votes:","","67493.0","","","","290759.0","","","","","",""
"3141.0","Tennessee","TN","03","H2TN03052","(I)","Zach","Wamp","Wamp, Zach","","R","31782.0","0.910476408743232","","","184964.0","0.6937155887603702","","","","",""
"3142.0","Tennessee","TN","03","H8TN03174","","Teresa","Sheppard","Sheppard, Teresa","","R","3125.0","0.08952359125676798","","","","","","","","",""
"3143.0","Tennessee","TN","03","n/a","","","","","Party Votes:","R","34907.0","","","","","","","","","",""
"3144.0","Tennessee","TN","03","H4TN03173","","Doug","Vandagriff","Vandagriff, Doug","","D","13122.0","1.0","","","73059.0","0.2740109815923309","","","","",""
"3145.0","Tennessee","TN","03","n/a","","","","","Party Votes:","D","13122.0","","","","","","","","","",""
"3146.0","Tennessee","TN","03","H4TN03165","","Jean","Howard-Hill","Howard-Hill, Jean","","I","n/a","","","","4848.0","0.018182636482289932","","","","",""
"3147.0","Tennessee","TN","03","H8TN03182","","Ed","Choate","Choate, Ed","","I","","","","","3750.0","0.01406453935820694","","","","",""
"3148.0","Tennessee","TN","03","H4TN03157","","June","Griffin","Griffin, June","","W","","","","","7.0","2.6253806801986287e-05","","","","",""
"3149.0","Tennessee","TN","03","n/a","","","","","District Votes:","","48029.0","","","","266628.0","","","","","",""
"3150.0","Tennessee","TN","04","H4TN06051","(I)","Lincoln","Davis","Davis, Lincoln","","D","30487.0","0.9041221826809015","","","146776.0","0.5875622985929024","","","","",""
"3151.0","Tennessee","TN","04","H6TN04135","","Bert","Mason","Mason, Bert","","D","3233.0","0.09587781731909846","","","","","","","","",""
"3152.0","Tennessee","TN","04","n/a","","","","","Party Votes:","D","33720.0","","","","","","","","","",""
"3153.0","Tennessee","TN","04","H8TN04040","","Monty J.","Lankford","Lankford, Monty J.","","R","13363.0","0.6270470648960631","","","94447.0","0.3780829046656392","","","","",""
"3154.0","Tennessee","TN","04","H6TN04176","","Don","Strong","Strong, Don","","R","4199.0","0.19703439538266623","","","","","","","","",""
"3155.0","Tennessee","TN","04","H8TN04057","","Kent ","Greenough","Greenough, Kent ","","R","3749.0","0.1759185397212707","","","","","","","","",""
"3156.0","Tennessee","TN","04","n/a","","","","","Party Votes:","R","21311.0","","","","","","","","","",""
"3157.0","Tennessee","TN","04","H8TN04065","","James Anthony","Gray","Gray, James Anthony","","I","","","","","4869.0","0.019491203138447988","","","","",""
"3158.0","Tennessee","TN","04","H8TN04073","","Kevin","Ragsdale","Ragsdale, Kevin","","I","n/a","","","","3713.0","0.014863593603010348","","","","",""
"3159.0","Tennessee","TN","04","n/a","","","","","District Votes:","","55031.0","","","","249805.0","","","","","",""
"3160.0","Tennessee","TN","05","H2TN05131","(I)","Jim","Cooper","Cooper, Jim","","D","17985.0","1.0","","","181467.0","0.6584386180071262","","","","",""
"3161.0","Tennessee","TN","05","n/a","","","","","Party Votes:","D","17985.0","","","","","","","","","",""
"3162.0","Tennessee","TN","05","H8TN05245","","Gerard","Donovan","Donovan, Gerard","","R","5482.0","0.7113014142986895","","","85471.0","0.3101247451034463","","","","",""
"3163.0","Tennessee","TN","05","H8TN05260","","Vijay A.","Kumar","Kumar, Vijay A.","","R","2225.0","0.2886985857013105","","","","","","","","",""
"3164.0","Tennessee","TN","05","n/a","","","","","Party Votes:","R","7707.0","","","","","","","","","",""
"3165.0","Tennessee","TN","05","H8TN05278","","Jon","Jackson","Jackson, Jon","","I","n/a","","","","5464.0","0.019825690669879027","","","","",""
"3166.0","Tennessee","TN","05","H8TN05252","","John P. ","Miglietta","Miglietta, John P. ","","I","n/a","","","","3196.0","0.011596432536774044","","","","",""
"3167.0","Tennessee","TN","05","H6TN05264","","Thomas F.","Kovach","Kovach, Thomas F.","","W","","","","","4.0","1.4513682774435599e-05","","","","",""
"3168.0","Tennessee","TN","05","n/a","","","","","District Votes:","","25692.0","","","","275602.0","","","","","",""
"3169.0","Tennessee","TN","06","H4TN04015","(I)","Bart","Gordon","Gordon, Bart","","D","21752.0","1.0","","","194264.0","0.7442266730005976","","","","",""
"3170.0","Tennessee","TN","06","n/a","","","","","Party Votes:","D","21752.0","","","","","","","","","",""
"3171.0","Tennessee","TN","06","H8TN06060","","Chris","Baker","Baker, Chris","","I","n/a","","","","66764.0","0.25577332699940236","","","","",""
"3172.0","Tennessee","TN","06","H2TN15015","","Steven L.","Edmondson","Edmondson, Steven L.","","W(R)","723.0","1.0","","","","","","","","",""
"3173.0","Tennessee","TN","06","n/a","","","","","Party Votes:","R","723.0","","","","","","","","","",""
"3174.0","Tennessee","TN","06","n/a","","","","","District Votes:","","22475.0","","","","261028.0","","","","","",""
"3175.0","Tennessee","TN","07","H2TN06030","(I)","Marsha","Blackburn","Blackburn, Marsha","","R","30997.0","0.6196673463675982","","","217332.0","0.685847368570536","","","","",""
"3176.0","Tennessee","TN","07","H8TN07043","","Tom","Leatherwood","Leatherwood, Tom","","R","19025.0","0.38033265363240176","","","","","","","","",""
"3177.0","Tennessee","TN","07","n/a","","","","","Party Votes:","R","50022.0","","","","","","","","","",""
"3178.0","Tennessee","TN","07","H6TN07096","","Randy G.","Morris","Morris, Randy G.","","D","12003.0","0.7724932423735359","","","99549.0","0.31415263142946404","","","","",""
"3179.0","Tennessee","TN","07","H8TN07050","","James ","Tomasik","Tomasik, James ","","D","3535.0","0.22750675762646416","","","","","","","","",""
"3180.0","Tennessee","TN","07","n/a","","","","","Party Votes:","D","15538.0","","","","","","","","","",""
"3181.0","Tennessee","TN","07","n/a","","","","","District Votes:","","65560.0","","","","316881.0","","","","","",""
"3182.0","Tennessee","TN","08","H8TN08033","(I)","John","Tanner","Tanner, John","","D","24844.0","1.0","","","180465.0","0.9997008625130873","","","","",""
"3183.0","Tennessee","TN","08","n/a","","","","","Party Votes:","D","24844.0","","","","","","","","","",""
"3184.0","Tennessee","TN","08","H2TN08077","","James","Hart","Hart, James","","W(R)/W","23.0","1.0","","","54.0","0.00029913748691273495","","","","",""
"3185.0","Tennessee","TN","08","n/a","","","","","Party Votes:","R","23.0","","","","","","","","","",""
"3186.0","Tennessee","TN","08","n/a","","","","","District Votes:","","24867.0","","","","180519.0","","","","","",""
"3187.0","Tennessee","TN","09","H6TN09068","(I)","Steve","Cohen","Cohen, Steve","","D","50306.0","0.793607723737557","","","198798.0","0.878540935646671","","","","",""
"3188.0","Tennessee","TN","09","H6TN09209","","Nikki","Tinker","Tinker, Nikki","","D","11817.0","0.18642035684424743","","","","","","","","",""
"3189.0","Tennessee","TN","09","H8TN09098","","Joe","Town, Jr.","Town, Jr., Joe","","D","914.0","0.014418905488333938","","","","","","","","",""
"3190.0","Tennessee","TN","09","H8TN09080","","James","Gregory","Gregory, James","","D","180.0","0.002839609395951979","","","","","","","","",""
"3191.0","Tennessee","TN","09","H8TN09023","","Isaac","Richmond","Richmond, Isaac","","D","172.0","0.002713404533909669","","","","","","","","",""
"3192.0","Tennessee","TN","09","n/a","","","","","Party Votes:","D","63389.0","","","","","","","","","",""
"3193.0","Tennessee","TN","09","H6TN09381","","Jake","Ford","Ford, Jake","","I","","","","","11003.0","0.04862516682723327","","","","",""
"3194.0","Tennessee","TN","09","H8TN09064","","Dewey","Clark","Clark, Dewey","","I","n/a","","","","10047.0","0.04440035000574504","","","","",""
"3195.0","Tennessee","TN","09","H8TN09072","","Mary ""Taylor Shelby""","Wright","Wright, Mary ""Taylor Shelby""","","I","n/a","","","","6434.0","0.028433547520350714","","","","",""
"3196.0","Tennessee","TN","09","n/a","","","","","District Votes:","","63389.0","","","","226282.0","","","","","",""
"3197.0","Tennessee","TN","H","n/a","","","","","Total House Votes:","","430461.0","","","","2301885.0","","","","","",""
"3198.0","Tennessee","TN","S","S2TN00058","(I)","Lamar","Alexander","Alexander, Lamar","","R","244222.0","1.0","","","1579477.0","0.6514422055733249","","","","",""
"3199.0","Tennessee","TN","S","n/a","","","","","Party Votes:","R","244222.0","","","","","","","","","",""
"3200.0","Tennessee","TN","S","S8TN00238","","Robert D.","Tuke","Tuke, Robert D.","","D","59050.0","0.3220651438793987","","","767236.0","0.31644013305369784","","","","",""
"3201.0","Tennessee","TN","S","S2TN00082","","Gary G.","Davis","Davis, Gary G.","","D","39119.0","0.21335929489277222","","","","","","","","",""
"3202.0","Tennessee","TN","S","S8TN00246","","Wm Mike","Padgett","Padgett, Wm Mike","","D","33471.0","0.1825544865501669","","","","","","","","",""
"3203.0","Tennessee","TN","S","S8TN00279","","Mark E.","Clayton","Clayton, Mark E.","","D","32309.0","0.17621681174596943","","","","","","","","",""
"3204.0","Tennessee","TN","S","S8TN00261","","Kenneth","Eaton","Eaton, Kenneth","","D","14702.0","0.08018631236773785","","","","","","","","",""
"3205.0","Tennessee","TN","S","S8TN00287","","Leonard D.","Ladner","Ladner, Leonard D.","","D","4697.0","0.025617950563954883","","","","","","","","",""
"3206.0","Tennessee","TN","S","n/a","","","","","Party Votes:","D","183348.0","","","","","","","","","",""
"3207.0","Tennessee","TN","S","S8TN00295","","Edward L.","Buck","Buck, Edward L.","","I","n/a","","","","31631.0","0.013045943945046266","","","","",""
"3208.0","Tennessee","TN","S","S2TN00090","","Christopher G.","Fenner","Fenner, Christopher G.","","I","n/a","","","","11073.0","0.0045669671304573774","","","","",""
"3209.0","Tennessee","TN","S","S8TN00253","","Daniel Towers","Lewis","Lewis, Daniel Towers","","I","n/a","","","","9367.0","0.003863341561545584","","","","",""
"3210.0","Tennessee","TN","S","S6TN00315","","Chris ","Lugo","Lugo, Chris ","","I","n/a","","","","9170.0","0.003782090543330096","","","","",""
"3211.0","Tennessee","TN","S","S8TN00303","","Ed ","Lawhorn","Lawhorn, Ed ","","I","n/a","","","","8986.0","0.003706201267433396","","","","",""
"3212.0","Tennessee","TN","S","S6TN00299","","David","Gatchell","Gatchell, David","","I","n/a","","","","7645.0","0.003153116925164513","","","","",""
"3213.0","Tennessee","TN","S","n/a","","","","","Total Senate Votes:","","427570.0","","","","2424585.0","","","","","",""
"3214.0","Texas","TX","01","H4TX04039","(I)","Louie","Gohmert","Gohmert, Louie","","R","49035.0","1.0","","","189012.0","0.8757610297183842","","","","",""
"3215.0","Texas","TX","01","n/a","","","","","Party Votes:","R","49035.0","","","","","","","","","",""
"3216.0","Texas","TX","01","H6TX01196","","Roger L.","Owen","Owen, Roger L.","","I","n/a","","","","26814.0","0.12423897028161575","","","","",""
"3217.0","Texas","TX","01","n/a","","","","","District Votes:","","49035.0","","","","215826.0","","","","","",""
"3218.0","Texas","TX","02","H4TX02108","(I)","Ted","Poe","Poe, Ted","","R","36562.0","1.0","","","175101.0","0.8892257533745697","","","","",""
"3219.0","Texas","TX","02","n/a","","","","","Party Votes:","R","36562.0","","","","","","","","","",""
"3220.0","Texas","TX","02","H8TX02042","","Craig","Wolfe","Wolfe, Craig","","LBT","C","","","","21813.0","0.1107742466254304","","","","","* The Libertarian Party nominated by convention on March 15, 2008, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 22, 2008, for all other Congressional Districts.  Convention nominees are noted with an asterisk."
"3221.0","Texas","TX","02","n/a","","","","","District Votes:","","36562.0","","","","196914.0","","","","","",""
"3222.0","Texas","TX","03","H2TX03118","(I)","Sam","Johnson","Johnson, Sam","","R","36050.0","0.8693450371370696","","","170742.0","0.597453312478349","","","","",""
"3223.0","Texas","TX","03","H8TX03065","","Harry","Pierce","Pierce, Harry","","R","3466.0","0.0835825214623324","","","","","","","","",""
"3224.0","Texas","TX","03","H8TX03040","","Wayne","Avellanet","Avellanet, Wayne","","R","1952.0","0.047072441400598054","","","","","","","","",""
"3225.0","Texas","TX","03","n/a","","","","","Party Votes:","R","41468.0","","","","","","","","","",""
"3226.0","Texas","TX","03","H8TX03032","","Tom","Daley","Daley, Tom","","D","33592.0","0.7162931530801544","","","108693.0","0.3803340296658654","","","","",""
"3227.0","Texas","TX","03","H8TX03057","","Ronald E. (Ron)","Minkow","Minkow, Ronald E. (Ron)","","D","13305.0","0.2837068469198456","","","","","","","","",""
"3228.0","Texas","TX","03","n/a","","","","","Party Votes:","D","46897.0","","","","","","","","","",""
"3229.0","Texas","TX","03","H2TX27117","","Christopher J.","Claytor","Claytor, Christopher J.","","LBT","C","","","","6348.0","0.022212657855785682","","","","","* The Libertarian Party nominated by convention on March 15, 2008, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 22, 2008, for all other Congressional Districts.  Convention nominees are noted with an asterisk."
"3230.0","Texas","TX","03","n/a","","","","","District Votes:","","88365.0","","","","285783.0","","","","","",""
"3231.0","Texas","TX","04","H0TX04037","(I)","Ralph M.","Hall","Hall, Ralph M.","","R","41764.0","0.733886272580305","","","206906.0","0.6879804750884473","","","","",""
"3232.0","Texas","TX","04","H8TX04105","","Kathy","Seei","Seei, Kathy","","R","5835.0","0.10253391438813524","","","","","","","","",""
"3233.0","Texas","TX","04","H4TX04062","","Gene","Christensen","Christensen, Gene","","R","5492.0","0.0965066422998524","","","","","","","","",""
"3234.0","Texas","TX","04","H8TX04113","","Kevin","George","George, Kevin","","R","2965.0","0.052101637731074714","","","","","","","","",""
"3235.0","Texas","TX","04","H8TX04121","","Joshua","Kowert","Kowert, Joshua","","R","852.0","0.0149715330006326","","","","","","","","",""
"3236.0","Texas","TX","04","n/a","","","","","Party Votes:","R","56908.0","","","","","","","","","",""
"3237.0","Texas","TX","04","H6TX04083","","Glenn","Melancon","Melancon, Glenn","","D","37416.0","0.5740235034211899","","","88067.0","0.29283044715771556","","","","",""
"3238.0","Texas","TX","04","H8TX04139","","VaLinda","Hathcox","Hathcox, VaLinda","","D","27766.0","0.4259764965788101","","","","","","","","",""
"3239.0","Texas","TX","04","n/a","","","","","Party Votes:","D","65182.0","","","","","","","","","",""
"3240.0","Texas","TX","04","H8TX04147","","Fred","Annett","Annett, Fred","","LBT","C","","","","5771.0","0.01918907775383715","","","","","* The Libertarian Party nominated by convention on March 15, 2008, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 22, 2008, for all other Congressional Districts.  Convention nominees are noted with an asterisk."
"3241.0","Texas","TX","04","n/a","","","","","District Votes:","","122090.0","","","","300744.0","","","","","",""
"3242.0","Texas","TX","05","H2TX05121","(I)","Jeb","Hensarling","Hensarling, Jeb","","R","45803.0","1.0","","","162894.0","0.8359497282678422","","","","",""
"3243.0","Texas","TX","05","n/a","","","","","Party Votes:","R","45803.0","","","","","","","","","",""
"3244.0","Texas","TX","05","H8TX05052","","Ken","Ashby","Ashby, Ken","","LBT","C","","","","31967.0","0.1640502717321578","","","","","* The Libertarian Party nominated by convention on March 15, 2008, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 22, 2008, for all other Congressional Districts.  Convention nominees are noted with an asterisk."
"3245.0","Texas","TX","05","n/a","","","","","District Votes:","","45803.0","","","","194861.0","","","","","",""
"3246.0","Texas","TX","06","H4TX06117","(I)","Joe","Barton","Barton, Joe","","R","42054.0","1.0","","","174008.0","0.6201680792067916","","","","",""
"3247.0","Texas","TX","06","n/a","","","","","Party Votes:","R","42054.0","","","","","","","","","",""
"3248.0","Texas","TX","06","H8TX06142","","Ludwig","Otto","Otto, Ludwig","","D","33021.0","0.5081717451523545","","","99919.0","0.3561133643640718","","","","",""
"3249.0","Texas","TX","06","H8TX06134","","Steve","Bush","Bush, Steve","","D","31959.0","0.4918282548476454","","","","","","","","",""
"3250.0","Texas","TX","06","n/a","","","","","Party Votes:","D","64980.0","","","","","","","","","",""
"3251.0","Texas","TX","06","H8TX06159","","Max W., III","Koch","Koch, Max W., III","","LBT","C","","","","6655.0","0.02371855642913658","","","","","* The Libertarian Party nominated by convention on March 15, 2008, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 22, 2008, for all other Congressional Districts.  Convention nominees are noted with an asterisk."
"3252.0","Texas","TX","06","n/a","","","","","District Votes:","","107034.0","","","","280582.0","","","","","",""
"3253.0","Texas","TX","07","H0TX07055","(I)","John","Culberson","Culberson, John","","R","44477.0","1.0","","","162635.0","0.5590099472732647","","","","",""
"3254.0","Texas","TX","07","n/a","","","","","Party Votes:","R","44477.0","","","","","","","","","",""
"3255.0","Texas","TX","07","H8TX07074","","Michael","Skelly","Skelly, Michael","","D","55771.0","1.0","","","123242.0","0.423608103556133","","","","",""
"3256.0","Texas","TX","07","n/a","","","","","Party Votes:","D","55771.0","","","","","","","","","",""
"3257.0","Texas","TX","07","H8TX07066","","Drew","Parks","Parks, Drew","","LBT","C","G","","","5057.0","0.017381949170602266","","","","","* The Libertarian Party nominated by convention on March 15, 2008, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 22, 2008, for all other Congressional Districts.  Convention nominees are noted with an asterisk."
"3258.0","Texas","TX","07","n/a","","","","","District Votes:","","100248.0","","","","290934.0","","","","","",""
"3259.0","Texas","TX","08","H6TX08100","(I)","Kevin","Brady","Brady, Kevin","","R","51011.0","1.0","","","207128.0","0.725616655748272","","","","",""
"3260.0","Texas","TX","08","n/a","","","","","Party Votes:","R","51011.0","","","","","","","","","",""
"3261.0","Texas","TX","08","H8TX08056","","Kent","Hargett","Hargett, Kent","","D","55817.0","1.0","","","70758.0","0.24788142273104666","","","","",""
"3262.0","Texas","TX","08","n/a","","","","","Party Votes:","D","55817.0","","","","","","","","","",""
"3263.0","Texas","TX","08","H8TX08064","","Brian","Stevens","Stevens, Brian","","LBT","C","","","","7565.0","0.02650192152068131","","","","","* The Libertarian Party nominated by convention on March 15, 2008, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 22, 2008, for all other Congressional Districts.  Convention nominees are noted with an asterisk."
"3264.0","Texas","TX","08","n/a","","","","","District Votes:","","106828.0","","","","285451.0","","","","","",""
